key	press_time	duration	accel_x	accel_y	accel_z
w	1733501642776	80	-0.25737667	6.9850836	7.041347
o	1733501642696	221	-0.25737667	6.9850836	7.041347
h	1733501642475	268	-0.37588966	6.973711	7.0964136
SP	1733501642207	391	-0.074818805	6.952163	7.1245456
e	1733501641816	539	-0.0712275	6.9371996	7.101202
m	1733501641277	799	-0.05746084	6.867768	7.2227077
DEL	1733501640478	1136	-0.062249243	6.941988	7.093421
m	1733501639342	366	-0.050876785	6.930017	7.1089835
SP	1733501638976	363	-0.16519992	6.894104	7.1245456
l	1733501638613	145	-0.110133275	6.9587474	7.032369
l	1733501638468	251	-0.110133275	6.9587474	7.032369
e	1733501638217	274	-0.88405895	7.2149267	6.7211227
T	1733501637943	704	-0.6769605	7.1867948	6.7881603
SP	1733501637239	235	-0.18195933	6.8480153	7.195773
.	1733501637004	531	-0.142455	6.797737	7.27957
w	1733501636473	116	-0.18555063	6.767211	7.271789
o	1733501636357	236	-0.14724341	6.7887588	7.2508397
n	1733501636121	291	-0.22864626	6.8366427	7.1844006
SP	1733501635830	938	-0.20829555	6.8905125	7.180211
d	1733501634892	454	-0.25558102	6.8581905	7.1826053
n	1733501634438	321	-0.33039984	6.903082	7.1724296
a	1733501634117	519	-0.36391866	6.9360023	7.0850415
SP	1733501633598	1110	-0.23942018	7.065888	6.9916677
e	1733501632488	180	-0.14604631	7.1143703	6.968324
r	1733501632308	216	-0.18195933	7.1472907	6.8222775
e	1733501632092	199	-0.33997664	7.102998	6.935404
h	1733501631893	573	-0.35254622	7.1245456	6.8827314
SP	1733501631320	502	-0.1448492	7.1221514	6.944382
h	1733501630818	166	-0.050876785	7.1305313	7.001843
t	1733501630652	289	-0.18375498	6.8785415	7.227496
i	1733501630363	433	-0.1933318	6.8043213	7.2233067
w	1733501629930	959	-0.20350714	6.7360864	7.2963295
SP	1733501628971	585	-0.062249243	6.908469	7.1742253
t	1733501628386	197	0.08439561	6.5708866	7.5291657
l	1733501628189	145	-0.11192893	6.5786676	7.5082164
a	1733501628044	225	-0.025139118	6.7211227	7.331644
e	1733501627819	216	-0.018555064	6.758233	7.277775
d	1733501627603	8073	0.007182605	6.7492547	7.2747817
