key	press_time	duration	accel_x	accel_y	accel_z
u	1731418359443	79581	-0.4671986	7.42792	6.375676
k	1731418360194	751	-0.33260235	7.274181	6.532406
l	1731418360351	157	-0.36789647	7.2418776	6.5407805
a	1731418360455	104	-0.4432704	7.211369	6.5982084
d	1731418360634	179	-0.23629123	7.467401	6.2805614
SP	1731418360727	93	-0.23629123	7.467401	6.2805614
p	1731418361286	559	-0.23030917	7.240681	6.559325
DEL	1731418361876	590	-0.26261228	7.2490563	6.5437717
g	1731418362267	391	-0.3188436	7.275975	6.617949
w	1731418362528	261	-0.21954148	7.4823565	6.1902323
i	1731418362595	67	-0.21954148	7.4823565	6.1902323
e	1731418362735	140	-0.2757728	7.5122666	6.4085774
z	1731418363023	288	-0.35473597	7.3621173	6.433702
d	1731418363207	184	-0.35473597	7.3621173	6.433702
n	1731418363393	186	-0.30508488	7.5146594	6.2237315
y	1731418363526	133	-0.3278167	7.5344005	6.3457656
SP	1731418363730	204	-0.5982057	7.6456666	5.925227
c	1731418365133	1403	-0.2883351	7.0582285	6.814759
DEL	1731418365377	244	-0.23569304	7.0935225	6.669395
p	1731418365643	266	-0.20757736	7.0845494	6.8195443
DEL	1731418366011	368	-0.25663024	7.335796	6.317052
c	1731418366258	247	-0.23569304	7.2006016	6.797411
w	1731418366521	263	-0.23509483	7.3860455	6.376274
n	1731418366646	125	-0.23509483	7.3860455	6.376274
t	1731418366933	287	-0.39541394	7.6827555	6.062814
a	1731418367162	229	-0.22612174	7.6833534	6.081957
r	1731418367661	499	-0.2009971	7.7623167	5.913263
DEL	1731418368390	729	-0.27936205	7.697112	6.0107703
DEL	1731418368574	184	-0.34636107	7.5864444	6.178268
DEL	1731418368718	144	-0.37507495	7.704291	6.035297
DEL	1731418368893	175	-0.3074777	7.6331043	6.142974
DEL	1731418369050	157	-0.3074777	7.6331043	6.142974
e	1731418369620	570	-0.18604197	7.5846496	6.1914287
n	1731418369768	148	-0.20039889	7.6163545	6.1005015
t	1731418369945	177	-0.27936205	7.6851482	6.050252
a	1731418370180	235	-0.25842485	7.683952	6.0658054
u	1731418370547	367	-0.27098715	7.804191	5.8420763
r	1731418370696	149	-0.27098715	7.804191	5.8420763
i	1731418370782	86	-0.21355942	7.9040914	5.749953
SP	1731418370987	205	-0.25184458	7.9627156	5.6524453
z	1731418371441	454	-0.2745764	7.6133633	6.2033925
SP	1731418371558	117	-0.19082761	7.5200434	6.3074803
k	1731418371769	211	-0.15493527	7.647461	6.1992054
t	1731418371859	90	-0.15493527	7.647461	6.1992054
o	1731418371916	57	-0.15493527	7.647461	6.1992054
r	1731418372086	170	-0.0059820567	7.9220376	5.6153564
w	1731418372296	210	-0.01375873	7.975278	5.5686965
g	1731418372448	152	-0.10468599	7.868199	6.1040907
o	1731418372687	239	-0.030508488	7.90469	5.5710893
SP	1731418372896	209	-0.20458634	7.8263245	5.8008003
DEL	1731418373327	431	-0.19561325	7.5349984	6.244669
DEL	1731418373516	189	-0.06699903	7.4446692	6.3918276
DEL	1731418373678	162	-0.10348958	7.5032935	6.265008
DEL	1731418373833	155	-0.07238288	7.5230346	6.2757754
g	1731418374308	475	-0.07058827	7.5990067	6.2350974
o	1731418374399	91	0.06580263	7.658229	5.9407806
SP	1731418374604	205	-0.20279172	7.647461	6.1830535
s	1731418375067	463	0.009571291	7.376474	6.472585
k	1731418375133	66	0.009571291	7.376474	6.472585
)	1731418375902	769	-0.0424726	7.515258	6.2691956
DEL	1731418376380	478	-0.024526432	7.451848	6.3427744
ł	1731418377134	754	-0.0317049	7.5475607	6.2530437
a	1731418377503	369	0.025124637	7.5499535	6.2285175
d	1731418377760	257	0.0526421	7.5613194	6.2602224
a	1731418377956	196	0.17407785	7.6085777	6.209375
j	1731418378021	65	0.17407785	7.6085777	6.209375
ą	1731418379145	1124	0.068793654	7.6103725	6.168697
DEL	1731418380407	1262	0.043070808	7.6133633	6.209375
DEL	1731418381208	801	0.0424726	7.670193	6.0807605
