key	press_time	duration	accel_x	accel_y	accel_z
e	1733595468548	315	-1.9560001	8.091001	5.637
i	1733595468233	246	-0.33495003	7.6510506	6.1399503
n	1733595467987	705	-0.15495001	7.668	6.4120502
a	1733595467282	639	-2.49	8.56095	5.313
t	1733595466643	18806	-1.25205	8.175	5.94105
y	1733595447837	526	-1.39995	7.7779503	5.8549504
p	1733595447311	16854	-0.84900004	7.5649505	6.19005
SP	1733595430457	861	-0.72705	7.55805	6.04395
m	1733595429596	435	-0.57405	7.76805	6.3360004
e	1733595429161	204	-1.6110001	8.002951	5.7730503
t	1733595428957	323	-1.35195	7.8160505	5.76795
a	1733595428634	192	-1.8330001	8.08395	6.144
z	1733595428442	333	-2.07795	8.127001	5.63205
SP	1733595428109	664	-0.56895	7.8619504	6.144
e	1733595427445	347	-1.575	8.11095	5.6269503
i	1733595427098	267	-1.04595	7.8520503	5.958
DEL	1733595426831	147	-0.33	7.8160505	6.2070003
DEL	1733595426684	885	-0.72705	7.8469505	5.907
e	1733595425799	291	-1.5460501	7.8450003	5.87895
u	1733595425508	358	-1.0360501	7.9909506	5.8999505
s	1733595425150	347	-1.8259501	7.9960504	5.8950005
SP	1733595424803	706	-0.41595003	7.7370005	6.1780505
a	1733595424097	155	-1.63995	8.06805	5.886
w	1733595423942	372	-1.55295	7.9620004	5.6010003
u	1733595423570	403	-0.82095003	7.7970004	5.8429503
s	1733595423167	291	-1.8930001	8.026951	5.85195
a	1733595422876	391	-1.9990501	8.23305	5.8620005
N	1733595422485	1008	-0.79905003	7.701	6.144
DEL	1733595421477	886	-0.402	7.7920504	6.1780505
n	1733595420591	504	-0.54795	7.7899504	6.1800003
SP	1733595420087	358	-0.71295005	7.80705	6.1870503
.	1733595419729	761	-0.54105	7.8450003	6.22305
DEL	1733595418968	190	-0.34905002	7.8520503	6.2449503
DEL	1733595418778	156	-0.45000002	7.8349504	5.9670005
DEL	1733595418622	157	-0.03795	7.8520503	6.26595
DEL	1733595418465	146	-0.33	7.833	6.26595
DEL	1733595418319	168	-0.33705002	7.84005	6.228
DEL	1733595418151	169	0.012	7.84005	6.228
DEL	1733595417982	177	-0.094950005	7.8499503	6.2419505
DEL	1733595417805	6067	-0.40395	7.8499503	6.2419505
o	1733595411738	302	-0.85905004	7.9860005	6.35505
c	1733595411436	247	-1.2229501	7.7400002	6.3619504
SP	1733595411189	392	-1.0699501	7.905	6.0700502
o	1733595410797	211	-1.1029501	7.8760505	5.7229505
p	1733595410586	393	-0.53295004	7.9099503	5.97195
SP	1733595410193	336	-0.56895	7.9740005	5.979
i	1733595409857	359	-0.67905	7.9549503	5.9740505
SP	1733595409498	3945	-0.68205005	7.9530005	5.9770503
w	1733595405553	425	-2.20005	8.269051	5.6269503
o	1733595405128	358	-0.67200005	7.938	6.08895
DEL	1733595404770	146	-0.47805002	7.9789505	5.8159504
DEL	1733595404624	975	-0.46905002	7.9890003	6.11595
w	1733595403649	358	-1.7070001	8.082001	5.68695
i	1733595403291	156	-0.92805004	7.8139505	5.9500504
k	1733595403135	382	-0.54300004	7.866	6.2980504
y	1733595402753	335	-1.28505	8.08905	5.8039503
z	1733595402418	200	-1.33095	7.8160505	5.7900004
e	1733595402218	324	-1.3950001	7.8780003	5.8000503
j	1733595401894	405	-0.79905003	7.9840503	5.7900004
SP	1733595401489	718	-0.40905002	7.9930506	5.8039503
u	1733595400771	223	-1.04295	8.23995	5.76795
l	1733595400548	381	-0.30600002	8.002951	6.1039505
y	1733595400167	7525	-0.92100006	8.26095	5.7130504
DEL	1733595392642	605	-0.83505005	8.094001	5.6200504
DEL	1733595392037	224	-0.57600003	8.11095	5.6269503
DEL	1733595391813	213	-0.20295002	8.10795	5.6059504
DEL	1733595391600	866	-0.52095	8.09895	5.61495
DEL	1733595390734	48	-0.60495	8.08005	5.5459504
DEL	1733595390686	53	-0.33495003	8.082001	5.54295
DEL	1733595390633	51	-0.34905002	8.091001	5.5620003
DEL	1733595390582	50	-0.33900002	8.07705	5.814
DEL	1733595390532	51	-0.342	8.07495	5.8159504
DEL	1733595390481	51	-0.354	8.08695	5.8279505
DEL	1733595390430	51	-0.351	8.08905	5.826
DEL	1733595390379	51	-0.33495003	8.082001	5.80905
DEL	1733595390328	51	-0.342	8.07495	5.8159504
DEL	1733595390277	51	-0.33705002	8.08005	5.8120503
DEL	1733595390226	50	-0.34905002	8.091001	5.8230004
DEL	1733595390176	66	-0.354	8.08695	5.8279505
DEL	1733595390110	19937	-0.351	8.08905	5.826
t	1733595370173	392	-1.419	7.9240503	5.8230004
SP	1733595369781	26743	-0.25305	7.4620504	6.36
e	1733595343038	324	-1.812	7.7160006	5.56995
k	1733595342714	224	-0.031050002	7.45695	6.5149503
DEL	1733595342490	156	-0.49695003	7.4430003	6.2070003
DEL	1733595342334	864	-0.54105	7.7320504	6.23295
e	1733595341470	279	-2.2090502	7.6440005	5.709
j	1733595341191	202	-0.61995006	7.4790006	6.1800003
u	1733595340989	314	-1.31895	7.6440005	5.8950005
a	1733595340675	280	-1.6110001	7.85895	5.907
n	1733595340395	1685	-0.124050006	7.49805	6.2070003
SP	1733595338710	424	-0.54795	7.54995	6.5610003
a	1733595338286	326	-2.0629501	7.8090005	5.6970005
n	1733595337960	313	-0.71295005	7.6390505	6.3169503
SP	1733595337647	773	-0.79905003	7.7629504	6.3120003
l	1733595336874	322	-1.1509501	7.7539506	6.321
a	1733595336552	171	-2.631	8.005051	5.67705
w	1733595336381	381	-2.394	7.8090005	5.2660503
o	1733595336000	301	-1.07895	7.82595	5.8330503
d	1733595335699	449	-1.6279501	7.8829503	5.8230004
y	1733595335250	345	-1.60395	7.9429502	5.8350005
c	1733595334905	674	-1.47405	7.76595	5.82105
e	1733595334231	156	-2.05605	7.7440505	5.886
d	1733595334075	236	-2.22105	7.9909506	5.886
z	1733595333839	336	-1.5679501	7.8739505	5.8830004
SP	1733595333503	605	-0.92100006	7.6770005	6.1660504
e	1733595332898	414	-1.86195	7.9140005	5.5069504
i	1733595332484	448	-0.79005	7.6650004	5.847
s	1733595332036	336	-1.9050001	8.103001	5.83995
SP	1733595331700	2597	-0.59295005	7.7470503	6.1969504
y	1733595329103	190	-1.3590001	7.8520503	6.19005
b	1733595328913	706	-1.245	7.7830505	6.1870503
z	1733595328207	414	-1.8790501	7.7800503	5.92395
DEL	1733595327793	157	-0.50505	7.5430503	6.02895
DEL	1733595327636	1154	-0.41595003	7.8090005	6.2860503
y	1733595326482	537	-1.55295	8.03895	6.0370502
b	1733595325945	772	-0.72705	7.45695	6.3310504
o	1733595325173	246	-1.04295	7.8930006	5.814
t	1733595324927	270	-1.6660501	8.247001	5.81895
k	1733595324657	314	-0.735	7.629	6.46005
