key	press_time	duration	accel_x	accel_y	accel_z
l	1733427655645	140	0.92595005	6.3169503	6.77295
s	1733427655505	381	1.005	6.05595	7.7809505
y	1733427655124	141	0.97200006	6.1590004	7.0320005
m	1733427654983	328	1.1659501	6.3700504	7.2330003
DEL	1733427654655	183	1.23	5.9940004	8.413051
DEL	1733427654472	137	0.9480001	6.24795	7.3620005
DEL	1733427654335	189	0.9580501	6.2860503	8.18805
DEL	1733427654146	510	1.041	6.2430005	7.7520003
l	1733427653636	107	0.21300001	6.57105	7.1920505
s	1733427653529	72	1.19505	6.16905	7.5420003
y	1733427653457	170	0.69195	6.0199504	7.4029503
n	1733427653287	155	0.91905004	6.7860003	8.016001
o	1733427653132	146	1.044	5.7109504	7.7710505
p	1733427652986	243	0.85695004	5.9820004	7.6710005
SP	1733427652743	169	0.47205	6.19005	7.83405
y	1733427652574	155	1.02195	6.4030504	7.977
r	1733427652419	64	0.82605004	6.70695	7.3240504
b	1733427652355	185	0.89100003	6.2640004	7.6759505
o	1733427652170	98	1.3549501	6.25005	7.5220504
d	1733427652072	272	1.07505	6.2430005	7.4719505
DEL	1733427651800	1289	0.99600005	6.28095	7.5150003
d	1733427650511	513	0.85905004	6.1810503	6.9480004
SP	1733427649998	193	1.128	6.3510003	6.984
l	1733427649805	118	0.89295006	6.0469503	7.59
y	1733427649687	129	1.0699501	6.3289504	7.8940506
DEL	1733427649558	173	1.2400501	6.2640004	7.6800003
DEL	1733427649385	175	1.2780001	6.11805	7.5420003
DEL	1733427649210	331	1.1400001	5.9010005	7.8790503
SP	1733427648879	198	1.4119501	6.09	7.4389505
l	1733427648681	103	0.9670501	6.2140503	8.09895
t	1733427648578	184	1.0170001	5.96295	8.052
b	1733427648394	108	0.73695004	5.89305	6.88605
SP	1733427648286	134	0.72300005	6.5350504	6.8830504
e	1733427648152	63	0.83295006	6.3079505	7.6009502
i	1733427648089	171	0.83295006	6.3079505	7.6009502
DEL	1733427647918	140	0.9670501	6.0469503	7.45305
DEL	1733427647778	171	1.1080501	6.0270004	7.5079503
DEL	1733427647607	449	1.19895	6.18795	7.6159506
SP	1733427647158	184	0.70905006	6.3580503	7.62795
i	1733427646974	65	1.38405	6.5880003	7.6009502
e	1733427646909	89	0.69405	6.1039505	6.9220505
n	1733427646820	168	0.84495	6.0079503	8.245951
SP	1733427646652	184	0.795	6.0730505	7.728
o	1733427646468	90	0.93405	6.02505	7.0339503
t	1733427646378	466	0.92595005	6.2790003	7.2349505
SP	1733427645912	63	0.91200006	6.123	7.3549504
d	1733427645849	183	0.91200006	6.123	7.3549504
x	1733427645666	79	0.9289501	5.95305	8.313001
DEL	1733427645587	187	0.91695005	5.84805	7.3549504
DEL	1733427645400	803	0.84000003	6.0060005	7.827
d	1733427644597	199	0.76095	6.19995	7.5490503
z	1733427644398	103	0.79005	6.2410502	7.7359505
SP	1733427644295	175	0.795	6.15	7.5850506
m	1733427644120	119	0.68895006	6.1380005	7.0480504
e	1733427644001	101	0.744	6.0469503	7.8150005
l	1733427643900	111	0.62505	5.946	7.80705
a	1733427643789	169	0.59595	6.3169503	7.2259502
s	1733427643620	70	1.029	6.33195	6.1600504
i	1733427643550	194	0.26295	6.2530503	7.3960505
p	1733427643356	133	0.66105	6.1420503	7.3290005
d	1733427643223	596	0.56700003	6.123	7.75995
o	1733427642627	171	0.89295006	6.13005	7.1200504
p	1733427642456	221	0.84495	6.0870004	7.9459505
SP	1733427642235	176	0.53400004	6.36705	7.6180506
u	1733427642059	170	1.0129501	6.3100505	6.6580505
t	1733427641889	507	1.7740501	6.4440002	6.6010504
SP	1733427641382	119	0.73200005	6.3240004	7.24695
e	1733427641263	78	0.79005	6.6139503	6.4069505
i	1733427641185	158	0.01695	6.32205	7.8820505
DEL	1733427641027	531	1.01505	5.87895	7.5270004
o	1733427640496	135	1.05795	6.5010004	8.193001
s	1733427640361	174	0.66300005	6.0469503	7.6969504
SP	1733427640187	65	0.64395005	6.28095	7.2660003
e	1733427640122	194	0.49095002	6.0709505	7.7359505
z	1733427639928	75	0.56505	5.709	7.5439506
SP	1733427639853	122	0.56505	6.0990005	7.6660504
,	1733427639731	702	0.66105	6.0079503	6.7540503
j	1733427639029	118	0.74205005	6.1810503	8.02995
e	1733427638911	108	0.67005	5.9010005	7.0800004
i	1733427638803	104	0.984	6.39405	7.5660005
z	1733427638699	153	0.46395	6.018	7.7400002
d	1733427638546	163	0.66795003	6.11595	7.1370006
r	1733427638383	286	1.0129501	6.2569504	6.945
a	1733427638097	65	0.92205006	6.2190003	8.286
b	1733427638032	155	0.73005	6.2310004	6.8539505
SP	1733427637877	162	1.3429501	6.2760005	7.2760506
m	1733427637715	147	1.2229501	6.2689505	7.005
y	1733427637568	160	1.2739501	6.3360004	7.22805
t	1733427637408	243	1.422	6.4729505	6.603
SP	1733427637165	178	0.64395005	6.3289504	7.4269505
i	1733427636987	154	0.70905006	6.5160003	7.3120503
n	1733427636833	185	0.74895006	6.2430005	7.1590505
l	1733427636648	138	0.76395005	6.3480005	7.34805
e	1733427636510	205	0.69195	6.1729503	7.86495
z	1733427636305	178	1.02195	6.05595	7.6710005
c	1733427636127	71	1.19505	5.9700003	7.11105
u	1733427636056	192	0.546	6.1930504	6.9810004
SP	1733427635864	154	0.72300005	6.1540504	7.491
j	1733427635710	170	0.85905004	5.81895	7.9489503
DEL	1733427635540	163	0.82305	6.09705	7.7239504
DEL	1733427635377	369	0.9670501	6.05595	7.7140503
SP	1733427635008	286	0.804	5.9770503	7.4029503
n	1733427634722	71	1.1200501	6.0150003	6.9360003
e	1733427634651	185	1.1200501	6.0150003	6.9360003
t	1733427634466	183	1.1850001	6.2910004	7.1250005
SP	1733427634283	110	0.60105	6.1090503	8.061001
z	1733427634173	102	0.66495	6.123	6.68205
SP	1733427634071	137	0.52395004	5.78805	8.559
e	1733427633934	53	0.81600004	5.9440503	7.767
i	1733427633881	148	0.85005003	5.86005	7.1730003
n	1733427633733	161	0.96000004	6.1930504	7.6090503
m	1733427633572	204	0.90195006	5.93895	7.2949505
SP	1733427633368	146	0.89805007	6.123	8.81505
y	1733427633222	166	-0.07095	6.6480002	7.2499504
b	1733427633056	641	0.46395	6.5010004	6.8190002
i	1733427632415	140	1.01505	5.96295	7.2850504
l	1733427632275	228	0.483	6.4849505	7.9080005
i	1733427632047	200	1.2210001	5.9479504	6.8500504
l	1733427631847	307	1.077	6.0010505	7.932
a	1733427631540	228	1.0680001	5.886	7.6639504
w	1733427631312	110	1.23	5.98395	5.499
y	1733427631202	148	0.15795001	6.55695	7.635
w	1733427631054	1408	0.88305	5.8720503	7.4290504
SP	1733427629646	184	1.1869501	6.0370502	8.06595
o	1733427629462	113	0.73200005	5.8720503	8.602051
t	1733427629349	7551	1.1850001	6.1639504	7.5370502
SP	1733427621798	94	0.99600005	5.826	7.9750504
e	1733427621704	117	1.2739501	5.8549504	6.708
i	1733427621587	91	1.1509501	5.9770503	7.45305
s	1733427621496	219	0.94605005	5.8170004	7.8910503
e	1733427621277	71	1.38405	5.7330003	7.4460006
i	1733427621206	164	1.07505	5.89305	7.5730505
n	1733427621042	174	1.0339501	6.0349503	7.5079503
y	1733427620868	74	0.98100007	5.472	7.965
z	1733427620794	185	0.90195006	6.24795	6.5410504
r	1733427620609	66	1.6639501	5.58195	7.9290004
p	1733427620543	397	1.6639501	5.58195	7.9290004
SP	1733427620146	180	1.1230501	5.6989503	8.071051
k	1733427619966	187	0.81405	5.8549504	8.36295
y	1733427619779	118	0.093	6.1710005	7.7449503
z	1733427619661	207	0.864	6.2760005	7.9270506
