key	press_time	duration	accel_x	accel_y	accel_z
a	1733595832127	202	-1.6540501	7.1190004	6.7260003
w	1733595831925	291	-2.22105	6.98295	6.7189503
t	1733595831634	312	-1.62495	6.7840505	6.7260003
s	1733595831322	393	-1.79805	7.1839504	6.7330503
n	1733595830929	448	-0.91905004	6.30105	7.4779506
e	1733595830481	235	-1.8769501	7.083	6.846
z	1733595830246	224	-1.7569501	6.9330006	7.1590505
c	1733595830022	381	-1.26795	6.77505	7.1740503
e	1733595829641	380	-1.76205	7.1740503	6.6109505
i	1733595829261	426	-1.0000501	6.813	6.9079504
w	1733595828835	683	-1.56105	7.1119504	6.60405
o	1733595828152	202	-0.49305	6.4950004	7.3030505
l	1733595827950	435	-0.43305	6.387	7.6459503
z	1733595827515	225	-1.29495	6.5620503	7.6380005
c	1733595827290	34523	-0.49005002	6.4609504	7.6429505
SP	1733595792767	6121	0.141	6.70305	7.4040003
i	1733595786646	378	-0.26805001	6.7960505	7.4350505
DEL	1733595786268	1794	0.20505	6.49695	7.5160503
i	1733595784474	146	-0.109950006	6.8419504	7.15005
i	1733595784328	381	0.012	6.8320503	7.1359506
r	1733595783947	414	-1.8259501	7.1070004	7.07595
o	1733595783533	459	0.052050002	6.5020504	7.6260004
t	1733595783074	280	-1.60395	6.98295	7.1070004
s	1733595782794	303	-2.05605	6.8250003	7.42995
u	1733595782491	246	-0.16695	6.8149505	7.4160004
h	1733595782245	582	-0.36105	6.7960505	7.4350505
SP	1733595781663	247	-0.23205002	6.46605	7.5520506
z	1733595781416	312	-1.52505	7.1530504	7.3009505
SP	1733595781104	629	0.24900001	6.3289504	7.5450006
y	1733595780475	301	-0.483	6.7770004	7.5379505
m	1733595780174	380	0.46395	6.4230003	7.8420005
e	1733595779794	280	-1.3450501	7.1119504	7.0849504
i	1733595779514	302	-0.022950001	6.74595	6.88395
w	1733595779212	529	-1.29495	7.6150503	6.597
SP	1733595778683	481	0.17895001	6.42705	7.4989505
k	1733595778202	334	-0.058950003	6.4230003	7.1239505
a	1733595777868	315	-2.35095	6.8820004	7.1190004
j	1733595777553	311	0.31095	6.471	7.4370003
SP	1733595777242	552	0.14805001	6.4800005	7.52295
o	1733595776690	379	0.38505003	6.53805	7.2000003
c	1733595776311	382	-0.51405	6.918	7.2030005
SP	1733595775929	952	-0.26805001	6.9490504	7.1950502
a	1733595774977	336	-1.35	6.6670504	7.2190504
n	1733595774641	392	0.016050002	6.3679504	7.48995
w	1733595774249	325	-1.8769501	7.2030005	7.248
i	1733595773924	291	-0.36600003	6.6529503	7.248
c	1733595773633	359	-0.57600003	6.7219505	7.1359506
e	1733595773274	246	-1.1149501	7.0909505	6.7519503
z	1733595773028	256	-1.04595	6.8230505	7.1020503
r	1733595772772	425	-0.90705	7.1700006	6.5730004
p	1733595772347	1100	0.162	7.14795	6.87195
SP	1733595771247	907	0.057000004	6.7960505	7.1040006
a	1733595770340	481	-2.3149502	6.91095	6.8190002
i	1733595769859	313	-0.66	7.0020003	7.083
c	1733595769546	886	-0.80895007	6.9970503	7.08795
l	1733595768660	279	0.36600003	6.372	7.42005
p	1733595768381	594	0.18405001	6.43905	7.425
SP	1733595767787	347	-0.03795	6.52995	7.3650002
z	1733595767440	559	-1.24905	6.978	7.011
SP	1733595766881	3961	0.18405001	6.9760504	7.0129504
m	1733595762920	202	-2.286	7.2439504	6.54195
i	1733595762718	169	-2.4079502	7.2990003	6.0870004
k	1733595762549	336	-1.2730501	7.2630005	6.0799503
t	1733595762213	335	-2.8630502	7.7800503	5.8159504
s	1733595761878	415	-2.2069502	7.7899504	5.58405
y	1733595761463	728	-2.5810502	7.998	5.8500004
z	1733595760735	190	-2.904	7.1410503	6.1320004
s	1733595760545	202	-3.0259502	7.2700505	5.412
w	1733595760343	480	-2.9680502	7.6440005	5.4210005
SP	1733595759863	650	-1.6009501	7.227	6.393
e	1733595759213	146	-3.5500503	7.2630005	5.67705
d	1733595759067	155	-3.3280501	7.5139503	6.2520003
e	1733595758912	215	-3.1980002	7.35195	5.649
z	1733595758697	201	-2.69805	7.00395	5.6509504
r	1733595758496	437	-2.8300502	7.5220504	5.6610003
p	1733595758059	1568	-1.6320001	7.9020004	6.3450003
DEL	1733595756491	840	-1.3810501	7.55805	6.3310504
l	1733595755651	683	-1.86195	7.5430503	6.3450003
SP	1733595754968	424	-2.157	7.2630005	6.669
a	1733595754544	356	-3.14805	7.9170003	5.1390004
SP	1733595754188	1057	-2.0659502	7.5409503	6.1320004
e	1733595753131	302	-3.213	7.8450003	5.7850504
i	1733595752829	358	-2.5729501	7.2649503	5.7900004
w	1733595752471	974	-3.2920501	7.8900003	5.3640003
DEL	1733595751497	111	-1.5960001	7.4620504	6.525
DEL	1733595751386	169	-2.04195	7.45695	6.52995
DEL	1733595751217	1535	-1.812	7.4470506	6.84105
e	1733595749682	291	-3.7440002	7.8229504	5.9500504
u	1733595749391	300	-2.703	7.32105	6.3310504
w	1733595749091	215	-3.66	7.4280005	5.6010003
t	1733595748876	458	-2.64	7.3560004	5.85195
s	1733595748418	326	-3.4279501	7.6150503	5.51205
n	1733595748092	426	-2.4850502	7.419	6.55905
e	1733595747666	190	-3.7440002	6.9540005	5.5600505
z	1733595747476	191	-3.0040503	7.08795	5.56995
c	1733595747285	358	-3.2340002	7.2420006	6.0919504
e	1733595746927	358	-3.7009501	7.62195	5.6269503
l	1733595746569	358	-1.8769501	7.29405	6.4750504
o	1733595746211	191	-2.29305	7.0399504	6.57495
p	1733595746020	346	-1.76205	7.2700505	6.6610503
s	1733595745674	248	-3.52905	7.2420006	5.8980002
SP	1733595745426	347	-2.4439502	6.94005	6.609
w	1733595745079	740	-3.14805	7.8160505	5.01405
SP	1733595744339	3081	-1.0510501	7.29195	6.3169503
u	1733595741258	202	-2.8609502	7.668	6.2760005
g	1733595741056	302	-2.5159502	7.5019503	6.27405
o	1733595740754	181	-2.3359501	7.11705	6.2760005
l	1733595740573	335	-1.8049501	7.0330505	6.3240004
a	1733595740238	359	-3.68895	7.668	5.8669505
i	1733595739879	280	-2.1349502	7.5139503	5.8759503
d	1733595739599	437	-2.8969502	7.5000005	5.8669505
SP	1733595739162	615	-1.5409501	7.5720005	6.3619504
y	1733595738547	292	-2.094	7.5480003	6.35505
m	1733595738255	390	-2.0059502	7.5739503	6.35295
r	1733595737865	304	-3.10695	7.524	5.7949505
o	1733595737561	278	-1.52505	7.79895	5.80695
f	1733595737283	360	-2.5900502	7.7869506	5.7949505
SP	1733595736923	617	-1.55595	7.4280005	6.04605
j	1733595736306	403	-2.4510002	7.629	6.0370502
e	1733595735903	268	-3.0690002	7.701	5.34
i	1733595735635	179	-1.4479501	7.21995	6.0079503
k	1733595735456	392	-1.812	7.464	6.1369505
o	1733595735064	369	-1.8840001	7.2439504	6.11805
r	1733595734695	236	-3.0190501	7.5720005	5.8669505
e	1733595734459	191	-3.11205	7.3999505	5.56995
z	1733595734268	213	-2.77905	7.56195	5.8350005
s	1733595734055	1097	-2.53305	7.7230506	5.4210005
SP	1733595732958	615	-1.29495	7.215	6.43905
o	1733595732343	357	-1.4290501	7.6170006	6.1990504
d	1733595731986	461	-2.29305	7.69395	5.72805
SP	1733595731525	672	-1.6639501	7.2769504	6.2899504
m	1733595730853	369	-2.14995	7.4430003	6.7170005
y	1733595730484	423	-2.77395	7.833	5.77605
n	1733595730061	552	-1.6110001	7.6150503	6.36
a	1733595729509	190	-2.9899502	7.55805	5.2819505
w	1733595729319	941	-2.9350502	7.97205	5.2990503
o	1733595728378	313	-2.157	7.8310504	5.56995
t	1733595728065	415	-2.40105	7.9069505	5.8159504
o	1733595727650	280	-1.9560001	7.7370005	5.81895
g	1733595727370	2155	-2.29605	7.53105	5.80905
y	1733595725215	291	-2.868	7.42605	5.8120503
z	1733595724924	247	-2.76705	7.29195	5.802
r	1733595724677	403	-2.8180501	7.656	5.82105
p	1733595724274	481	-1.79805	7.27995	6.36
SP	1733595723793	739	-1.7209501	7.3090506	6.35505
e	1733595723054	336	-3.114	7.9549503	5.4210005
i	1733595722718	336	-1.9270501	7.79505	5.88105
c	1733595722382	302	-2.16195	7.5139503	5.8980002
y	1733595722080	247	-1.9630501	7.7419505	5.886
b	1733595721833	1299	-1.36695	7.5360003	6.1590004
SP	1733595720534	593	-1.6060501	7.66095	6.5200505
m	1733595719941	672	-1.419	7.6369505	6.1540504
e	1733595719269	213	-3.4330502	7.7299504	5.50995
z	1733595719056	202	-2.49	7.5000005	5.8450503
a	1733595718854	213	-2.8819501	7.4020505	5.223
r	1733595718641	209	-3.0330002	7.6080003	5.2320004
a	1733595718432	227	-2.841	7.866	5.5219502
z	1733595718205	324	-2.4490502	7.8739505	5.8830004
SP	1733595717881	370	-1.3879501	7.24905	6.5820003
i	1733595717511	359	-1.60395	7.8310504	6.0370502
SP	1733595717152	1019	-1.6180501	7.7160006	6.02505
u	1733595716133	223	-2.25195	7.8900003	5.709
g	1733595715910	548	-1.8409501	7.7160006	5.9740505
z	1733595715362	439	-2.42205	7.83795	5.6269503
o	1733595714923	313	-1.02195	7.54995	6.1800003
m	1733595714610	369	-1.55295	7.287	6.1800003
SP	1733595714241	706	-1.12995	7.73505	6.1870503
o	1733595713535	258	-1.8240001	7.7850003	5.8759503
g	1733595713277	402	-2.772	7.7850003	5.8759503
e	1733595712875	259	-3.5140502	7.6080003	5.3110504
j	1733595712616	246	-1.0030501	7.452	6.1320004
o	1733595712370	335	-1.7040001	7.668	5.80905
w	1733595712035	203	-3.3420002	8.103001	5.45205
s	1733595711832	357	-2.65995	7.69395	5.55495
SP	1733595711475	12045	-1.59195	7.452	5.85195
t	1733595699430	696	-2.25705	8.09595	5.5669503
k	1733595698734	255	-1.812	7.7230506	6.49095
DEL	1733595698479	159	-1.194	7.48605	6.4890003
DEL	1733595698320	5223	-1.2229501	7.4929504	6.5059505
j	1733595693097	426	-2.6449502	7.9960504	5.88105
e	1733595692671	336	-3.69405	7.89795	5.2369504
n	1733595692335	257	-1.848	7.2510004	6.45795
l	1733595692078	359	-1.5319501	7.0260005	6.6109505
a	1733595691719	358	-3.4639502	7.6699505	5.8639503
u	1733595691361	280	-2.1040502	7.8499503	5.7400503
t	1733595691081	381	-2.80995	7.8450003	5.3970003
j	1733595690700	447	-1.8049501	7.53105	6.1039505
e	1733595690253	337	-3.3060002	7.8520503	5.2990503
l	1733595689916	323	-1.1770501	7.0189505	6.67605
e	1733595689593	226	-3.49305	7.9020004	5.9500504
t	1733595689367	370	-2.6160002	7.5700502	6.0270004
n	1733595688997	268	-1.36695	7.1910005	6.36705
i	1733595688729	369	-2.0989501	7.2340503	6.4510503
SP	1733595688360	393	-1.8550501	7.21995	6.4410005
y	1733595687967	357	-2.4850502	7.9450502	5.74695
m	1733595687610	426	-1.5460501	7.4710503	6.3450003
r	1733595687184	427	-3.04695	7.8310504	5.67
o	1733595686757	335	-1.8190501	7.5720005	5.9170504
f	1733595686422	471	-2.43705	7.7490005	5.907
SP	1733595685951	940	-1.848	7.347	6.22095
j	1733595685011	414	-2.05605	7.9410005	6.2310004
e	1733595684597	145	-3.45705	7.69395	5.8999505
w	1733595684452	416	-3.2010002	7.7400002	5.3710504
o	1733595684036	335	-1.76205	7.55805	5.74905
t	1733595683701	203	-2.8489501	7.6510506	5.21295
y	1733595683498	391	-2.6809502	7.6770005	5.577
z	1733595683107	224	-2.6880002	7.7730002	5.577
c	1733595682883	392	-2.5570502	7.6009502	5.58195
z	1733595682491	191	-2.49405	7.7470503	5.5789504
s	1733595682300	2064	-2.9320502	7.7419505	5.27505
SP	1733595680236	2474	-1.7809501	7.8090005	5.9700003
DEL	1733595677762	1423	-1.434	7.6369505	6.6499505
i	1733595676339	1601	-2.1040502	7.8160505	5.50995
s	1733595674738	413	-3.1339502	7.5220504	5.76105
o	1733595674325	290	-1.5510001	7.38495	6.3790503
DEL	1733595674035	148	-1.2589501	7.287	6.3960004
DEL	1733595673887	1836	-1.3879501	7.3879504	6.7930503
u	1733595672051	169	-2.35305	7.6440005	5.637
i	1733595671882	324	-1.9560001	7.6170006	5.6389503
c	1733595671558	1288	-2.3719501	7.9429502	5.91405
ę	1733595670270	1008	-3.32505	7.9450502	5.4160504
i	1733595669262	225	-2.2069502	7.52895	5.991
n	1733595669037	391	-1.8739501	7.5049505	6.3570004
g	1733595668646	727	-2.23305	7.8810005	6.1060505
