key	press_time	duration	accel_x	accel_y	accel_z
m	1733578707704	907	-1.386	8.74995	4.51905
a	1733578706797	145	-1.3930501	8.982	4.0090504
i	1733578706652	213	-1.0360501	9.22605	3.3000002
w	1733578706439	728	-1.2919501	9.229051	3.86505
a	1733578705711	291	-1.2229501	9.234	3.8389502
r	1733578705420	280	-1.5679501	9.243	3.5440502
d	1733578705140	973	-1.26795	9.22395	3.8119502
DEL	1733578704167	191	-1.01505	8.97	4.12605
DEL	1733578703976	527	-1.26795	9.217051	3.8190002
f	1733578703449	471	-1.2730501	9.23595	3.8239503
z	1733578702978	267	-1.218	9.217051	3.8190002
DEL	1733578702711	270	-1.233	9.22395	3.8119502
d	1733578702441	626	-1.23	9.22605	3.8100002
o	1733578701815	180	-1.21605	9.234	3.8029501
p	1733578701635	2217	-1.2250501	9.22395	3.8119502
SP	1733578699418	784	-1.16505	8.977051	4.22205
.	1733578698634	312	-1.2280501	8.974951	4.224
DEL	1733578698322	169	-1.2210001	8.982	4.2169504
DEL	1733578698153	773	-1.218	8.985001	4.215
.	1733578697380	1913	-0.97605	8.974951	4.21005
SP	1733578695467	191	-1.1730001	9.115951	4.0680003
c	1733578695276	179	-1.1539501	9.111	3.7840502
s	1733578695097	146	-1.16805	9.1039505	3.999
o	1733578694951	235	-1.18005	9.1039505	3.73305
d	1733578694716	180	-1.44105	9.111	3.97005
a	1733578694536	179	-1.3069501	9.03705	2.7160501
r	1733578694357	426	-1.1370001	9.669001	4.0009503
SP	1733578693931	176	-1.14405	8.877001	4.56405
m	1733578693755	203	-1.14195	8.87895	4.2670503
o	1733578693552	326	-1.14405	9.123	4.26195
c	1733578693226	313	-1.2250501	9.04905	4.30095
DEL	1733578692913	403	-1.3549501	8.769	4.29405
o	1733578692510	460	-1.0510501	8.779051	4.2840004
DEL	1733578692050	133	-1.4170501	8.779051	4.2840004
DEL	1733578691917	190	-1.4290501	8.767051	4.296
DEL	1733578691727	796	-1.182	8.7619505	4.30095
m	1733578690931	223	-1.1869501	9.019951	4.32705
o	1733578690708	638	-1.16805	9.01605	4.308
DEL	1733578690070	304	-1.18005	9.02805	4.32
a	1733578689766	415	-1.1700001	9.03705	4.3099504
c	1733578689351	681	-1.35195	9.03495	4.31295
DEL	1733578688670	191	-1.28295	9.01605	4.308
DEL	1733578688479	538	-1.2760501	9.01605	4.308
n	1733578687941	146	-1.5340501	8.817	3.999
n	1733578687795	347	-1.2780001	9.054001	4.0009503
e	1733578687448	505	-1.5409501	9.0730505	4.00605
i	1733578686943	300	-1.2589501	9.052051	4.27005
c	1733578686643	427	-1.1179501	8.785951	4.2720003
e	1733578686216	156	-1.57305	8.79105	4.2670503
u	1733578686060	96	-1.76205	9.03495	3.6370502
z	1733578685964	207	-1.14195	9.03705	3.6349502
d	1733578685757	829	-1.2900001	9.01605	4.28595
SP	1733578684928	331	-1.23	9.02805	4.0399504
a	1733578684597	2054	-1.266	9.097051	4.0420504
t	1733578682543	1063	-1.4140501	9.094951	4.32495
SP	1733578681480	201	-1.0819501	9.1039505	4.056
m	1733578681279	157	-1.07505	9.088051	4.04895
a	1733578681122	158	-0.72705	8.953051	4.06395
k	1733578680964	280	-0.89505005	9.231001	3.7909503
s	1733578680684	437	-1.1890501	9.217051	3.8050501
y	1733578680247	212	-0.87795	9.23595	3.7740002
z	1733578680035	426	-0.88500005	9.219001	3.7669501
d	1733578679609	202	-1.146	9.217051	3.7690501
o	1733578679407	291	-1.09395	9.22605	4.01805
