key	press_time	duration	accel_x	accel_y	accel_z
p	1731508385867	279	0.5820541	2.9748766	9.466006
r	1731508386119	252	0.9912268	3.4761732	8.920443
z	1731508386467	348	0.13100705	3.6951163	8.328219
e	1731508386716	249	0.61675006	3.6089747	8.656036
m	1731508386941	225	0.048454657	3.4402807	9.803394
y	1731508387271	330	0.22911277	2.9940193	9.926624
ś	1731508388490	1219	0.1585245	2.8660033	9.716056
l	1731508388642	152	1.2795619	2.39701	8.617751
e	1731508388860	218	0.9026923	2.519044	9.662218
n	1731508389083	223	1.1288141	2.6219354	9.224331
i	1731508389418	335	0.94695956	2.7786653	10.064212
a	1731508389625	207	0.846461	3.065804	9.254242
SP	1731508390777	1152	1.6648064	4.1629133	8.581859
u	1731508391107	330	-1.905285	4.859225	6.6245294
DEL	1731508391957	850	0.24705894	4.1258245	8.584251
n	1731508392725	768	0.21595225	3.9678981	9.890733
a	1731508393014	289	1.0426725	3.3481572	9.45165
SP	1731508393174	160	0.55453664	3.705884	10.07139
w	1731508393489	315	1.1192428	3.1830523	9.8321085
DEL	1731508394281	792	1.1946167	4.087539	8.71466
z	1731508395954	1673	0.9936196	3.4546378	10.686346
a	1731508396228	274	0.6765706	4.046861	9.180064
j	1731508396418	190	0.8668	3.984648	9.565309
ę	1731508397834	1416	0.7220342	3.519244	9.09153
c	1731508398804	970	-0.6550352	3.5264223	9.37149
i	1731508399067	263	0.23629123	3.9260237	8.7469635
c	1731508399528	461	-0.068793654	3.6568313	8.569894
h	1731508399705	177	-0.12143575	3.5300117	8.681161
SP	1731508399965	260	0.3367898	3.7728832	8.840283
i	1731508400182	217	-0.43609193	3.6903307	8.793623
SP	1731508400433	251	0.098703936	3.3780673	9.126225
n	1731508401056	623	-0.012562319	4.05404	9.396614
i	1731508401238	182	-0.012562319	4.05404	9.396614
e	1731508401451	213	-0.66101724	3.7453656	9.115458
SP	1731508401663	212	0.31286156	3.246462	9.081959
t	1731508402035	372	-0.7280163	4.433302	8.472985
y	1731508402233	198	-1.3477573	4.9106703	9.096315
l	1731508402588	355	0.36430725	4.0791645	8.203793
k	1731508402752	164	-0.35712877	4.0504503	8.433503
o	1731508402971	219	0.7268199	3.226123	10.3441725
.	1731508403313	342	-0.04965107	3.423531	8.270791
DEL	1731508404019	706	0.42532423	3.0717862	8.9348
SP	1731508404535	516	0.927817	2.6398816	9.505488
c	1731508404985	450	0.21355942	3.1782668	8.745767
z	1731508405166	181	0.109471634	3.3565319	9.80818
a	1731508405469	303	0.32004002	4.02054	8.187042
s	1731508405742	273	1.0235299	3.3661032	9.349955
e	1731508406027	285	1.0079765	3.3601213	9.785448
m	1731508406195	168	0.55334026	4.39741	9.21476
SP	1731508406435	240	0.37387854	3.7824545	9.527023
i	1731508406736	301	0.94695956	3.7561333	9.056833
c	1731508407513	777	0.79501534	4.11386	7.7946196
h	1731508407717	204	0.3702893	4.3651066	9.0436735
SP	1731508407974	257	0.4648058	3.8985064	9.006584
p	1731508408386	412	0.57607204	4.025326	8.841479
o	1731508408573	187	0.67058855	3.9738803	8.639286
.	1731508408849	276	0.25184458	3.6975093	9.515059
p	1731508409176	327	0.6406783	3.9535413	8.962317
r	1731508409349	173	0.6406783	3.9535413	8.962317
p	1731508409489	140	0.9242278	3.4857445	8.303095
s	1731508409729	240	1.1264212	3.077768	9.554541
t	1731508410062	333	1.2269198	3.6951163	9.395418
u	1731508410271	209	0.5282156	3.6317065	8.793623
SP	1731508410599	328	0.3714857	4.1030927	9.507881
DEL	1731508411178	579	1.1395818	3.5850465	8.751749
DEL	1731508411257	79	1.0677971	3.6400814	8.7984085
DEL	1731508411432	175	1.0677971	3.6400814	8.7984085
DEL	1731508411790	358	0.8237292	3.6137605	9.109476
DEL	1731508411966	176	0.82013994	3.6364923	9.254242
o	1731508412453	487	0.23509483	3.8602211	9.363115
s	1731508412794	341	0.9314062	3.708277	9.129815
t	1731508413054	260	0.7471589	3.7561333	9.290133
u	1731508413256	202	0.47916272	3.9667017	9.476774
SP	1731508413589	333	-0.3188436	4.342375	8.560323
n	1731508413840	251	-0.2745764	4.38066	9.434899
k	1731508414090	250	0.590429	3.5012977	9.108279
