key	press_time	duration	accel_x	accel_y	accel_z
DEL	1733592410852	593	-0.5587241	2.6386852	9.603294
SP	1733592410259	265	-1.079163	2.8929226	9.603594
y	1733592409994	125	-1.2801601	2.9919257	9.583553
y	1733592409869	99	-0.7109674	2.9623144	9.119047
s	1733592409770	141	-0.7109674	2.9623144	9.119047
o	1733592409629	89	-0.424726	2.87378	9.542577
r	1733592409540	67	-0.3364907	2.821138	9.545269
p	1733592409473	285	-0.3364907	2.821138	9.545269
SP	1733592409188	212	-0.34217364	2.7789643	9.495618
y	1733592408976	103	-0.8431709	2.9919257	9.553943
e	1733592408873	156	-0.30299118	2.754438	9.402596
e	1733592408717	212	-0.14416756	2.501098	9.653543
a	1733592408505	236	-0.36041892	2.6285157	9.451948
n	1733592408269	227	-0.3475575	2.544767	9.69482
SP	1733592408042	55	-0.14925231	2.3925235	9.576375
e	1733592407987	199	-0.14925231	2.3925235	9.576375
z	1733592407788	298	0.02632105	2.219343	9.745967
,	1733592407490	247	0.104087785	2.4014966	9.597911
e	1733592407243	94	-0.41545382	2.8363922	9.510872
l	1733592407149	92	-0.9239286	2.955136	9.466904
s	1733592407057	135	-0.9239286	2.955136	9.466904
u	1733592406922	220	-0.8279166	3.0086753	9.34816
m	1733592406702	475	-0.61435723	2.9895327	9.361021
SP	1733592406227	488	-0.56410795	3.0403802	9.448658
,	1733592405739	128	-1.0639088	3.1959138	9.553045
y	1733592405611	206	-0.3589234	3.0254252	9.35803
l	1733592405405	67	-0.357727	2.9982069	9.453743
z	1733592405338	137	-0.357727	2.9982069	9.453743
SP	1733592405201	199	-0.4549354	3.223431	9.405887
k	1733592405002	144	-0.3068795	3.304189	9.256933
k	1733592404858	42	-0.07986046	3.1680973	9.402297
a	1733592404816	248	-0.07986046	3.1680973	9.402297
t	1733592404568	63	-0.31196424	3.3373895	9.327521
SP	1733592404505	236	-0.31196424	3.3373895	9.327521
k	1733592404269	211	-0.73011	3.3861432	9.416655
y	1733592404058	151	-0.5509474	3.269792	9.246166
b	1733592403907	192	-0.5509474	3.269792	9.246166
SP	1733592403715	81	-0.47916272	2.966502	9.41456
e	1733592403634	123	-0.79531443	2.9593234	9.627223
i	1733592403511	169	-0.79531443	2.9593234	9.627223
n	1733592403342	189	-0.8001001	2.9105697	9.45823
SP	1733592403153	96	-0.8327023	2.9772696	9.392427
e	1733592403057	112	-1.3100704	3.2554352	9.193523
i	1733592402945	182	-1.3100704	3.2554352	9.193523
m	1733592402763	190	-0.59611195	2.8166513	9.475279
j	1733592402573	111	-0.779462	2.821138	9.478868
s	1733592402462	197	-0.47258246	2.7693932	9.560523
SP	1733592402265	112	-0.41545382	2.7433712	9.565009
w	1733592402153	467	-0.41545382	2.7433712	9.565009
.	1733592401686	275	-0.44775695	2.8866415	9.491131
o	1733592401411	85	-0.2727818	3.0433712	9.270094
g	1733592401326	211	-0.6242276	2.9691937	9.625728
e	1733592401115	79	-0.6756733	2.8920252	9.372986
i	1733592401036	183	-0.6756733	2.8920252	9.372986
k	1733592400853	184	-0.42592242	2.6898317	9.569795
s	1733592400669	29	-0.4319045	2.7526433	9.620045
l	1733592400640	185	-0.4319045	2.7526433	9.620045
e	1733592400455	101	-0.5629115	2.925824	9.364909
i	1733592400354	99	-0.37298122	2.7732813	9.520443
g	1733592400255	195	-0.37298122	2.7732813	9.520443
n	1733592400060	62	-0.5937191	2.5468607	9.664909
a	1733592399998	177	-0.5937191	2.5468607	9.664909
SP	1733592399821	79	-0.52522457	2.5612175	9.429815
a	1733592399742	141	-0.5706882	2.6476583	9.3562355
k	1733592399601	199	-0.9708878	2.7074788	9.740582
u	1733592399402	87	-0.34366915	2.6186452	9.401101
z	1733592399315	352	-0.34366915	2.6186452	9.401101
e	1733592398963	125	-0.38344982	2.4514468	9.636196
j	1733592398838	264	-0.38344982	2.4514468	9.636196
SP	1733592398574	85	-0.36580276	2.5405796	9.598509
z	1733592398489	163	-0.36580276	2.5405796	9.598509
SP	1733592398326	89	-0.44656053	2.5396821	9.467203
e	1733592398237	184	-0.7118647	2.579762	9.68136
i	1733592398053	181	-0.7118647	2.579762	9.68136
n	1733592397872	216	-0.77647096	2.457728	9.498011
i	1733592397656	179	-0.80997044	2.3724837	9.667901
m	1733592397477	93	-0.5132605	2.3518455	9.427123
a	1733592397384	222	-0.5300102	2.1077776	9.752547
z	1733592397162	107	-0.86261255	2.5286152	9.965807
g	1733592397055	148	0.08584251	2.2944179	9.331709
e	1733592396907	429	0.08584251	2.2944179	9.331709
SP	1733592396478	260	0.32004002	2.033002	9.629018
o	1733592396218	362	1.2317054	1.6354942	9.84168
SP	1733592395856	101	-0.30957142	1.0145568	10.088439
e	1733592395755	359	-0.30957142	1.0145568	10.088439
z	1733592395396	198	-0.7929216	1.8122641	9.800104
s	1733592395198	67	-0.63230336	2.4161527	9.541979
i	1733592395131	192	-0.63230336	2.4161527	9.541979
p	1733592394939	68	-0.42083767	2.3279173	9.495019
a	1733592394871	193	-0.72382885	2.2974088	9.662218
n	1733592394678	224	-0.541077	2.225026	9.736994
SP	1733592394454	67	-0.3900301	2.1257238	9.749257
e	1733592394387	204	-0.3900301	2.1257238	9.749257
z	1733592394183	68	-0.46331027	2.239383	9.64457
o	1733592394115	192	-0.33140594	2.2420747	9.566804
m	1733592393923	432	-0.2335993	2.2848465	9.655936
SP	1733592393491	67	0.29850462	2.2938197	9.655338
z	1733592393424	208	0.29850462	2.2938197	9.655338
a	1733592393216	226	0.35443684	2.4912274	9.398708
r	1733592392990	192	0.33918262	2.5812573	9.496814
e	1733592392798	199	-0.34127632	2.4658036	9.705587
t	1733592392599	47147	-0.8632108	2.8229325	9.629018
