key	press_time	duration	accel_x	accel_y	accel_z
n	1731419214690	207	-0.3361916	7.280163	6.6161547
i	1731419214861	171	-0.3595216	7.4452677	6.3074803
e	1731419215066	205	-0.46839502	7.5643106	6.1513486
SP	1731419215285	219	-0.40079778	7.4039917	6.3954167
d	1731419215455	170	-0.39780676	7.3956165	6.396613
a	1731419215662	207	-0.43489552	7.2789664	6.5072813
SP	1731419215767	105	-0.43489552	7.2789664	6.5072813
s	1731419215919	152	-0.23030917	7.344769	6.533602
i	1731419215980	61	-0.23030917	7.344769	6.533602
e	1731419216100	120	-0.43908295	7.500303	6.265008
SP	1731419216205	105	-0.3367898	7.493124	6.175875
o	1731419216871	666	-0.34277186	7.3633137	6.506085
k	1731419217032	161	-0.35832518	7.423134	6.2847486
r	1731419217219	187	-0.25842485	7.4919276	6.303891
e	1731419217408	189	-0.26739794	7.4865437	6.396613
l	1731419217802	394	-0.2542374	7.393224	6.3738813
DEL	1731419218029	227	-0.31226337	7.3860455	6.463612
s	1731419218180	151	-0.31226337	7.3860455	6.463612
)	1731419219136	956	-0.33080772	7.4883385	6.2919273
DEL	1731419219395	259	-0.3188436	7.428518	6.369096
l	1731419219597	202	-0.29850462	7.3926253	6.467201
i	1731419219938	341	-0.19860429	7.4015985	6.302097
c	1731419220266	328	-0.26859435	7.456035	6.244669
SP	1731419220520	254	-0.28953153	7.5320077	6.1028943
c	1731419220742	222	-0.34396824	7.4709907	6.040681
Y	1731419220922	180	-0.6843473	7.618747	6.398408
SP	1731419221120	198	-0.44207397	7.682157	6.128617
DEL	1731419221573	453	-0.38584265	7.3830543	6.424729
DEL	1731419221760	187	-0.30329028	7.3375907	6.48096
z	1731419222143	383	-0.3367898	7.3728848	6.491728
y	1731419222312	169	-0.3900301	7.494919	6.072386
SP	1731419222547	235	-0.43669012	7.5009007	6.320641
z	1731419222719	172	-0.43130627	7.41117	6.4648085
a	1731419222915	196	-0.37986058	7.4440713	6.296713
c	1731419223148	233	-0.40618163	7.4458656	6.3158555
h	1731419223251	103	-0.40618163	7.4458656	6.3158555
o	1731419223428	177	-0.4671986	7.4847493	6.5461645
d	1731419223602	174	-0.39900318	7.52782	6.087341
SP	1731419223743	141	-0.36131623	7.493124	6.2380886
c	1731419224131	388	-0.68255264	7.5990067	6.1824555
z	1731419224284	153	-0.68255264	7.5990067	6.1824555
y	1731419224355	71	-0.52522457	7.5792656	6.0550375
SP	1731419224602	247	-0.52582276	7.643872	6.1698933
w	1731419224999	397	-0.4336991	7.515258	6.2775702
s	1731419225232	233	-0.44745782	7.4979095	6.3218374
c	1731419225417	185	-0.38165522	7.4662046	6.4211397
h	1731419225535	118	-0.36789647	7.507481	6.1788664
ó	1731419226708	1173	-0.4408776	7.6127653	6.2117677
d	1731419227044	336	-0.381057	7.5673018	6.265606
,	1731419227626	582	-0.6867401	7.3986077	6.55095
SP	1731419227767	141	-0.59581286	7.239485	6.498906
