key	press_time	duration	accel_x	accel_y	accel_z
a	1733578996531	3329	0.26295	3.5470502	9.427051
z	1733578993202	213	0.09105001	3.8580003	8.835
r	1733578992989	841	-0.21705002	4.19805	9.118051
a	1733578992148	727	-0.22005	4.19595	8.847
w	1733578991421	301	-0.246	4.479	9.139951
t	1733578991120	763	0.26805001	4.2130504	9.142051
SP	1733578990357	134	0.27705002	3.5380502	9.147
z	1733578990223	258	0.39195	3.7770002	9.147
SP	1733578989965	213	0.15	3.52305	8.95005
y	1733578989752	469	-0.23400001	3.9880502	9.21405
DEL	1733578989283	168	0.55995005	3.7390501	9.22305
DEL	1733578989115	157	0.507	3.7429502	9.219001
DEL	1733578988958	326	0.531	3.7390501	9.22305
z	1733578988632	189	0.43095002	3.7390501	9.22305
SP	1733578988443	180	0.201	3.3630002	9.879001
h	1733578988263	179	0.016050002	3.7720501	8.839951
m	1733578988084	224	0.39705002	3.5809503	9.34305
l	1733578987860	199	0.39900002	3.5830503	9.34095
i	1733578987661	148	0.37995002	3.5710502	8.845051
f	1733578987513	235	0.66	3.8419502	9.348001
DEL	1733578987278	459	0.42600003	3.255	9.609
l	1733578986819	752	0.31305	3.6090002	9.23295
SP	1733578986067	82	0.20805001	3.3630002	9.36705
a	1733578985985	107	-0.061950002	3.3409503	8.97
n	1733578985878	191	0.27	3.41805	9.35505
SP	1733578985687	213	0.09105001	3.08295	9.35505
u	1733578985474	804	0.13395001	3.62895	9.465
DEL	1733578984670	214	0.39000002	3.3649502	9.465
DEL	1733578984456	167	0.37500003	3.3750002	9.4800005
DEL	1733578984289	180	0.37500003	3.3750002	9.4800005
DEL	1733578984109	190	0.52095	3.0319502	9.463051
DEL	1733578983919	382	0.26295	3.0250502	9.469951
SP	1733578983537	71	0.177	3.042	9.937051
a	1733578983466	123	-0.19305001	3.0370502	9.942
n	1733578983343	151	0.32505003	3.04695	9.32205
b	1733578983192	193	0.62205005	3.28095	8.93805
u	1733578982999	222	-0.354	3.657	9.24705
DEL	1733578982777	381	0.28395	3.492	9.24495
o	1733578982396	393	-0.105000004	3.6859503	9.243
l	1733578982003	145	0.19095	3.624	9.5130005
s	1733578981858	191	-0.13095	3.6070502	8.686951
y	1733578981667	202	-0.12900001	4.3369503	8.698951
m	1733578981465	379	0.14805001	3.9880502	9.21405
o	1733578981086	170	0.35595003	4.01205	8.818951
p	1733578980916	325	0.126	4.02405	9.08205
SP	1733578980591	235	0.28005	3.6190503	9.26595
m	1733578980356	83	0.282	3.6210003	9.264001
a	1733578980273	96	0.27195	3.6120002	9.274051
m	1733578980177	201	0.27495003	3.6139503	9.27105
SP	1733578979976	84	0.34905002	3.6000001	9.168
e	1733578979892	160	0.076050006	3.5350502	9.147
i	1733578979732	662	0.31995	3.9180002	9.28995
DEL	1733578979070	147	0.43800002	3.5779502	9.295051
DEL	1733578978923	167	0.43305	3.5730002	9.3
DEL	1733578978756	168	0.40905002	3.5640001	9.31005
DEL	1733578978588	158	0.42600003	3.55695	9.292951
DEL	1733578978430	201	0.41400003	3.5689502	9.304951
DEL	1733578978229	606	0.39495003	3.5640001	9.31005
a	1733578977623	121	0.39705002	3.3030002	9.592051
m	1733578977502	226	0.29205	3.56205	9.312
SP	1733578977276	82	0.54300004	3.56205	9.55605
e	1733578977194	47	0.13095	3.6450002	9.492001
e	1733578977147	35	0.11895001	3.657	8.995951
j	1733578977112	193	0.48795003	3.66	8.995951
n	1733578976919	178	0.48600003	3.2770503	9.634951
SP	1733578976741	181	0.27195	3.348	9.280951
y	1733578976560	143	0.14805001	3.7219503	9.028951
t	1733578976417	160	0.201	4.28205	9.04395
e	1733578976257	211	-0.14295001	3.9300003	9.03705
t	1733578976046	672	0.126	3.9450002	9.04605
DEL	1733578975374	167	0.67995006	3.492	9.10095
DEL	1733578975207	169	0.43500003	3.48705	9.325951
DEL	1733578975038	560	0.34905002	3.48705	9.325951
w	1733578974478	62	0.055050004	3.7219503	9.337951
y	1733578974416	96	0.058950003	3.7099502	9.349951
t	1733578974320	134	0.14295001	3.7219503	9.337951
s	1733578974186	292	-0.27195	3.28395	8.986051
e	1733578973894	144	0.055050004	3.2719502	9.384001
i	1733578973750	224	0.040050004	3.28095	9.39795
n	1733578973526	1132	0.30600002	3.0250502	9.39105
SP	1733578972394	120	0.40695003	3.4729502	9.319051
e	1733578972274	153	0.81405	3.35805	9.313951
l	1733578972121	164	-0.14595	3.459	9.31005
a	1733578971957	1096	0.23895001	3.7890003	8.998051
SP	1733578970861	258	-0.081	3.8440502	9.23505
a	1733578970603	179	0.17895001	3.9229503	9.252001
DEL	1733578970424	393	0.261	3.70005	9.23505
o	1733578970031	974	0.52095	3.93705	9.23805
k	1733578969057	269	0.507	3.9450002	8.995951
r	1733578968788	325	0.56505	3.9450002	9.26895
e	1733578968463	190	0.47100002	3.93705	8.971951
