key	press_time	duration	accel_x	accel_y	accel_z
l	1733428829605	285	-0.06105	8.26095	5.0800505
i	1733428829320	127	-0.0019500001	8.022	4.23495
b	1733428829193	65	-0.37005	8.328	4.85295
o	1733428829128	118	-0.15495001	8.07405	5.85405
r	1733428829010	767	-0.33	8.65905	5.48295
SP	1733428828243	183	0.057000004	8.08905	5.004
i	1733428828060	161	0.08595	8.43795	5.42805
k	1733428827899	118	0.14400001	8.16495	4.86495
s	1733428827781	199	-0.08505	8.412001	4.7520003
w	1733428827582	88	0.0049500004	8.314051	5.3890505
o	1733428827494	191	-0.022950001	8.371051	5.2840505
b	1733428827303	111	-0.09	8.307	4.9300504
a	1733428827192	211	0.22695	8.497951	5.8699503
r	1733428826981	187	0.483	8.36205	4.75995
g	1733428826794	2277	0.65295005	8.118	5.33895
SP	1733428824517	78	0.124050006	8.13	5.19495
e	1733428824439	184	-0.18105	8.344951	4.9729505
z	1733428824255	132	-0.093	8.311951	3.66105
SP	1733428824123	102	-0.11595	8.18505	5.1670504
c	1733428824021	176	-0.081	8.26095	4.848
a	1733428823845	228	-0.13995	8.319	5.84205
d	1733428823617	193	-0.16005	8.247001	5.0560503
i	1733428823424	113	-0.13995	8.029051	5.55705
w	1733428823311	786	-0.14295001	8.23995	4.65705
DEL	1733428822525	179	0.23895001	8.163	4.8360004
DEL	1733428822346	307	-0.021000002	8.211	5.01795
w	1733428822039	68	-0.081	8.19705	4.73295
i	1733428821971	304	-0.18300001	8.311951	5.50395
SP	1733428821667	1364	-0.12795001	8.3230505	5.0950503
a	1733428820303	125	-0.51405	8.464951	5.56395
k	1733428820178	220	0.0139500005	8.04105	4.6210504
p	1733428819958	111	0.105000004	8.199	4.728
a	1733428819847	418	-0.27195	8.259001	4.18695
SP	1733428819429	117	-0.25800002	8.467051	5.7649503
a	1733428819312	102	-0.12795001	8.179951	4.77405
n	1733428819210	154	-0.59505004	8.521951	5.57805
d	1733428819056	96	-0.32700002	8.54895	4.7310004
u	1733428818960	168	-0.32505003	8.023951	4.18995
l	1733428818792	208	-0.57600003	8.53695	5.92995
h	1733428818584	133	-0.31995	8.182051	4.84305
c	1733428818451	248	-0.753	8.44095	5.88705
s	1733428818203	562	-0.25305	8.247001	5.29605
SP	1733428817641	182	0.049950004	8.3230505	5.39895
m	1733428817459	172	0.105000004	8.03895	4.3759503
e	1733428817287	774	-0.19800001	8.259001	4.58505
l	1733428816513	695	-0.034950003	8.470051	4.31895
u	1733428815818	167	-0.51900005	8.307	5.3050504
g	1733428815651	194	-0.04695	8.38305	5.79405
u	1733428815457	1020	-0.66495	8.43105	4.68795
SP	1733428814437	245	0.0049500004	8.11995	5.1670504
.	1733428814192	271	0.012	8.09805	5.0010004
m	1733428813921	377	-0.10695001	8.17695	5.1070504
e	1733428813544	634	-0.23400001	8.326051	4.62795
d	1733428812910	205	-0.12795001	8.08395	5.3700004
o	1733428812705	184	-0.010950001	8.211	5.5740004
p	1733428812521	142	0.31395	8.10795	5.2500005
s	1733428812379	603	0.0049500004	8.142	5.47305
SP	1733428811776	124	-0.109050006	8.19705	4.7380505
d	1733428811652	87	0.036000002	8.0460005	5.68905
o	1733428811565	165	0.036000002	8.199	5.4870005
p	1733428811400	1395	0.0049500004	8.079	5.0880003
SP	1733428810005	688	-0.20700002	8.16495	4.9560003
%	1733428809317	1938	-0.411	8.30895	5.5189505
0	1733428807379	381	-0.14505	8.20605	4.671
SP	1733428806998	89	0.18900001	8.24205	5.64795
a	1733428806909	175	-0.11595	8.26395	4.9729505
z	1733428806734	171	-0.25995	8.16495	4.82205
SP	1733428806563	485	0.055050004	8.14395	4.5610504
t	1733428806078	99	0.28500003	8.27595	4.4100003
DEL	1733428805979	173	-0.25995	8.023951	5.289
DEL	1733428805806	577	0.18900001	8.16495	5.24595
SP	1733428805229	108	0.064950004	8.0119505	5.22405
r	1733428805121	171	0.31395	8.10105	4.14195
s	1733428804950	182	0.009000001	8.331	5.7240005
e	1733428804768	80	-0.33	7.9789505	5.7559505
j	1733428804688	638	-0.069000006	7.9930506	6.0379505
SP	1733428804050	184	-0.13995	8.23305	6.29895
o	1733428803866	90	0.18405001	8.24205	5.3869505
t	1733428803776	308	0.08595	7.998	5.44005
SP	1733428803468	169	0.064950004	7.96395	5.9020505
o	1733428803299	117	-0.29595003	7.7749505	4.7790003
c	1733428803182	111	0.13605	8.019	4.53195
SP	1733428803071	184	-0.46605003	8.13195	6.8089504
i	1733428802887	3920	-0.85095006	7.8139505	4.7640004
SP	1733428798967	186	0.29895002	7.93305	4.45305
?	1733428798781	949	-0.058950003	8.17305	5.80095
e	1733428797832	162	0.20595	8.09595	4.326
d	1733428797670	104	0.20595	8.118	4.92
o	1733428797566	206	0.024	8.259001	5.9350505
m	1733428797360	324	0.41205	8.07195	5.0490003
SP	1733428797036	109	0.45195	8.224951	4.992
g	1733428796927	111	0.402	7.9279504	5.8230004
n	1733428796816	249	0.42405003	8.12205	4.8460503
DEL	1733428796567	607	0.16005	8.175	5.655
g	1733428795960	248	0.42600003	8.031	5.6719503
i	1733428795712	104	0.86205006	8.21595	5.9329505
t	1733428795608	198	0.15495001	8.04105	5.3580003
s	1733428795410	201	0.16995001	8.295	6.15495
e	1733428795209	220	0.32805002	7.9549503	5.3320503
t	1733428794989	1582	0.50295	8.14605	5.95695
SP	1733428793407	293	0.52695	7.82805	5.571
n	1733428793114	186	0.21300001	7.9810505	5.68095
e	1733428792928	420	0.44505003	7.8610506	6.03105
t	1733428792508	563	0.61005	8.07705	6.3900003
SP	1733428791945	1266	0.45000002	7.7320504	5.5810504
i	1733428790679	209	0.23505001	8.167951	5.50395
b	1733428790470	419	0.282	8.26095	4.70895
o	1733428790051	207	0.009000001	7.7110505	6.0480003
r	1733428789844	873	0.80895007	8.0119505	5.13105
SP	1733428788971	206	0.54795	7.5760503	5.7840004
o	1733428788765	760	0.055050004	7.79895	6.1150503
c	1733428788005	0	0.033	7.806	5.7169504
