key	press_time	duration	accel_x	accel_y	accel_z
ć	1733500470113	1019	-0.7613561	8.458116	5.156512
e	1733500469094	147	-0.81642276	8.259995	5.471948
i	1733500468947	116	-0.81043726	8.1480665	5.731719
z	1733500468831	142	-0.81043726	8.1480665	5.731719
DEL	1733500468689	945	-0.79607207	8.189367	5.489306
d	1733500467744	3028	-0.52492875	8.021772	5.7161565
d	1733500464716	866	-0.61112	8.404845	5.2636523
e	1733500463850	129	-0.6428431	8.327632	5.3486466
i	1733500463721	93	-0.6943185	8.241441	5.480926
w	1733500463628	208	-0.6943185	8.241441	5.480926
o	1733500463420	222	-0.6697779	8.167819	5.6521115
p	1733500463198	378	-0.6739678	8.232463	5.459977
SP	1733500462820	275	-0.65182143	8.240842	5.513248
ł	1733500462545	443	-0.6194997	8.208521	5.5467668
a	1733500462102	178	-0.736217	8.2115135	5.6006365
i	1733500461924	450	-0.6266823	8.201338	5.507262
DEL	1733500461474	158	-0.5243302	8.154053	5.683236
DEL	1733500461316	393	-0.5363012	8.153454	5.6401405
a	1733500460923	363	-0.623091	8.1319065	5.6987987
j	1733500460560	227	-0.5650316	8.150461	5.66109
m	1733500460333	265	-0.5518635	8.164826	5.6658783
SP	1733500460068	303	-0.60573304	8.33242	5.3522377
m	1733500459765	433	-0.5482722	8.322844	5.3049526
y	1733500459332	257	-0.5410896	8.414422	5.121197
DEL	1733500459075	163	-0.49320555	8.385692	5.306748
DEL	1733500458912	639	-0.521936	8.399458	5.2618566
m	1733500458273	307	-0.5686229	8.426991	5.1439424
u	1733500457966	177	-0.5602432	8.459911	5.1397524
b	1733500457789	206	-0.724246	8.640076	4.857237
y	1733500457583	169	-0.60333884	8.579621	4.9464207
d	1733500457414	150	-0.7026982	8.523956	5.193622
g	1733500457264	346	-0.7026982	8.523956	5.193622
SP	1733500456918	374	-0.33399114	8.383896	5.301361
.	1733500456544	179	-0.272939	8.363545	5.336077
.	1733500456365	154	-0.28670564	8.376115	5.37199
.	1733500456211	965	-0.26396075	8.384495	5.3516393
e	1733500455246	406	-0.29688102	8.349778	5.3983264
z	1733500454840	680	-0.3298013	8.321647	5.442619
DEL	1733500454160	155	-0.26635495	8.339603	5.4312468
DEL	1733500454005	511	-0.25617957	8.39886	5.2756233
e	1733500453494	257	-0.29628247	8.376115	5.336077
s	1733500453237	247	-0.31124622	8.392874	5.257068
r	1733500452990	168	-0.24959552	8.346188	5.446809
DEL	1733500452822	695	-0.26156655	8.35337	5.383961
z	1733500452127	707	-0.260968	8.405443	5.303157
DEL	1733500451420	287	-0.30406362	8.462306	5.1756654
r	1733500451133	241	-0.33039984	8.447941	5.2343235
b	1733500450892	233	-0.34476504	8.400655	5.3259015
o	1733500450659	205	-0.31124622	8.431181	5.2780175
d	1733500450454	735	-0.32621	8.407239	5.2810106
e	1733500449719	166	-0.3609259	8.356961	5.363012
i	1733500449553	672	-0.34715924	8.338406	5.4138885
n	1733500448881	292	-0.3878607	8.292317	5.467758
SP	1733500448589	458	-0.37588966	8.298902	5.455787
o	1733500448131	241	-0.36152446	8.289325	5.3857565
b	1733500447890	270	-0.46806642	8.262989	5.675455
l	1733500447620	718	-0.2861071	8.285733	5.4917
