key	press_time	duration	accel_x	accel_y	accel_z
u	1733596599821	213	-2.9320502	7.833	5.7109504
t	1733596599608	359	-2.6809502	7.9099503	5.4550505
n	1733596599249	593	-1.8049501	7.431	6.2310004
e	1733596598656	235	-3.31605	7.866	5.7300005
z	1733596598421	248	-2.65995	7.5430503	5.742
e	1733596598173	167	-2.80305	7.7749505	6.04395
r	1733596598006	336	-3.07605	7.53105	5.5939503
p	1733596597670	470	-1.02195	7.59105	6.144
SP	1733596597200	751	-2.01795	7.3710003	6.2710505
a	1733596596449	302	-3.5650501	7.55805	5.55495
b	1733596596147	291	-2.5450501	7.05495	6.144
o	1733596595856	279	-2.5159502	7.5120006	6.1369505
s	1733596595577	292	-3.08295	7.7730002	5.55495
SP	1733596595285	302	-2.05605	6.8629503	6.4750504
e	1733596594983	359	-2.98305	7.8540006	5.7709503
z	1733596594624	279	-2.53695	7.45695	6.0370502
SP	1733596594345	985	-1.266	7.35405	6.23505
l	1733596593360	403	-2.1400502	7.2030005	6.23505
s	1733596592957	382	-2.98005	7.2420006	6.1780505
o	1733596592575	134	-2.7169502	7.14795	5.802
i	1733596592441	247	-1.9630501	7.392	5.82105
n	1733596592194	380	-2.2429502	7.0360503	6.2640004
y	1733596591814	258	-2.703	7.5139503	5.6389503
z	1733596591556	223	-2.49405	7.3489504	5.6509504
r	1733596591333	392	-2.9250002	7.4550004	5.8999505
p	1733596590941	9622	-1.3810501	7.2730503	6.02895
SP	1733596581319	738	-1.9270501	7.32105	6.27405
e	1733596580581	386	-2.676	7.6750503	5.6730003
i	1733596580195	218	-1.6900501	7.6150503	6.36
n	1733596579977	352	-1.29495	7.0909505	6.3570004
SP	1733596579625	1612	-1.383	7.38	6.66405
l	1733596578013	250	-1.51995	7.2769504	6.6780005
DEL	1733596577763	7167	-1.23	7.2990003	7.0470004
z	1733596570596	235	-2.7550502	7.5070505	5.78805
e	1733596570361	191	-2.8200002	7.3489504	5.9599504
t	1733596570170	290	-2.43705	7.3710003	5.9620504
SP	1733596569880	303	-1.9080001	7.4760003	6.4960504
e	1733596569577	325	-2.2429502	7.4160004	5.8999505
k	1733596569252	302	-2.0059502	7.3350005	6.2089505
a	1733596568950	348	-2.4870002	7.6800003	5.6130004
SP	1733596568602	637	-1.848	7.5430503	6.20205
y	1733596567965	202	-2.5090501	7.80705	5.649
r	1733596567763	335	-2.56395	7.761	5.352
a	1733596567428	494	-2.5810502	7.79505	5.6509504
l	1733596566934	191	-1.70895	7.8739505	6.29295
k	1733596566743	906	-1.82895	7.85895	6.28305
SP	1733596565837	806	-1.8550501	7.6579504	6.22095
h	1733596565031	192	-2.6239502	7.6369505	6.2190003
c	1733596564839	526	-2.4180002	7.6990504	5.8879504
a	1733596564313	314	-2.8219502	7.6650004	5.5600505
n	1733596563999	256	-1.9990501	7.1460004	6.40005
i	1733596563743	359	-1.8330001	7.05705	6.1729503
z	1733596563384	213	-2.3080502	7.48605	5.814
d	1733596563171	515	-2.46795	7.4830503	5.8159504
o	1733596562656	414	-2.1420002	7.7869506	6.1039505
r	1733596562242	369	-2.5420501	8.09595	5.4019504
u	1733596561873	998	-2.22105	7.938	5.39295
