key	press_time	duration	accel_x	accel_y	accel_z
e	1733396624397	261	1.1168919	4.956844	9.227384
z	1733396624136	112	0.87255305	5.0909905	8.465621
c	1733396624024	505	1.3803945	4.7795787	8.925553
z	1733396623519	492	1.3372759	4.9137254	9.069282
s	1733396623027	217	1.4474679	4.861025	8.791407
e	1733396622810	128	1.7109705	4.928098	8.158999
j	1733396622682	265	1.9409364	4.832279	8.594977
SP	1733396622417	279	2.1852753	4.7699966	8.230865
o	1733396622138	152	1.6822248	4.5256577	7.9913163
x	1733396621986	167	2.7122805	4.5400305	9.284875
SP	1733396621819	251	2.1948571	4.520867	8.642886
m	1733396621568	213	1.8738631	4.851443	8.350638
e	1733396621355	105	2.1038291	5.2490926	9.327993
i	1733396621250	208	1.8115807	4.7987423	8.6668415
w	1733396621042	567	1.6007786	5.03829	8.178164
SP	1733396620475	178	1.6774338	5.1197367	8.494367
e	1733396620297	88	1.7684621	5.1580644	8.824943
i	1733396620209	211	1.9121908	5.177228	8.489576
n	1733396619998	155	2.00801	5.421567	8.460831
SP	1733396619843	263	1.8211626	5.507804	8.939926
i	1733396619580	442	2.1804843	5.3449116	9.428603
SP	1733396619138	252	1.3133211	5.613205	8.206909
w	1733396618886	91	0.8917169	5.4503126	8.01048
n	1733396618795	302	1.5720328	5.3449116	8.403338
j	1733396618493	412	1.7445072	4.8993526	9.083654
a	1733396618081	179	1.0450275	5.632369	7.938616
f	1733396617902	741	1.3899764	5.728188	8.173373
SP	1733396617161	164	1.6103605	5.167646	8.365011
ą	1733396616997	503	1.7349254	5.0287085	7.3110003
s	1733396616494	285	1.4618407	5.0766177	8.805779
SP	1733396616209	271	1.7588801	4.9137254	9.01179
o	1733396615938	217	2.089456	4.9137254	8.580605
b	1733396615721	211	1.5720328	4.942471	9.634615
SP	1733396615510	354	1.3708127	5.3209567	8.451248
i	1733396615156	189	1.2366658	4.9712167	8.729124
k	1733396614967	243	1.4426769	4.9951715	8.269192
z	1733396614724	110	1.0498185	5.411985	8.0727625
c	1733396614614	380	1.6965977	5.03829	8.6668415
i	1733396614234	185	1.7684621	4.9137254	8.1254635
m	1733396614049	248	1.6391062	5.2299285	8.623723
o	1733396613801	346	1.9457275	5.196392	8.848898
h	1733396613455	238	1.1983382	5.301793	9.438186
c	1733396613217	470	0.88692594	5.4167757	8.791407
SP	1733396612747	163	1.0689822	5.5796685	8.700378
è	1733396612584	606	0.9731632	5.7665157	8.518322
i	1733396611978	216	1.5816147	5.1197367	8.36022
b	1733396611762	240	1.1887562	5.503013	8.753078
u	1733396611522	235	1.0594004	5.292211	8.60935
l	1733396611287	499	2.2523487	4.9951715	8.604559
SP	1733396610788	374	1.2941573	5.071827	9.366322
a	1733396610414	144	1.65827	4.990381	7.5888762
t	1733396610270	213	1.2270839	5.095782	9.021372
a	1733396610057	172	1.2079201	5.613205	7.488266
h	1733396609885	201	1.3851855	4.9712167	8.245237
c	1733396609684	359	1.2079201	5.0334992	8.365011
u	1733396609325	286	1.2558296	5.2155557	8.460831
p	1733396609039	341	1.8642812	4.8897705	8.139836
SP	1733396608698	193	1.4618407	5.28742	7.933825
e	1733396608505	114	0.8246435	5.162855	8.590186
i	1733396608391	220	1.217502	4.856234	9.026163
k	1733396608171	182	1.2606206	5.0191264	8.518322
a	1733396607989	91	1.0402366	5.0047536	8.446457
j	1733396607898	240	1.3947674	4.8035336	8.781824
SP	1733396607658	309	1.2749934	5.2490926	8.0727625
o	1733396607349	247	1.8738631	5.129318	8.623723
t	1733396607102	431	1.4857956	5.6898603	7.488266
SP	1733396606671	432	1.0114908	5.1820188	8.523112
i	1733396606239	684	1.3995583	5.047872	8.781824
SP	1733396605555	331	1.3468578	4.9472623	8.829734
a	1733396605224	185	0.85818017	4.9951715	8.848898
t	1733396605039	454	0.3886664	4.894562	8.762661
e	1733396604585	657	2.1900663	4.7604146	10.300558
z	1733396603928	332	0.99711794	4.9807987	8.283565
r	1733396603596	247	1.7109705	5.38803	9.313621
e	1733396603349	149	1.1983382	5.4167757	8.503949
i	1733396603200	203	1.2366658	5.292211	8.115881
w	1733396602997	298	0.76236105	5.627578	8.642886
SP	1733396602699	226	1.3899764	5.6036234	8.0727625
e	1733396602473	106	1.0929371	6.0156455	7.15769
n	1733396602367	236	1.5720328	5.0143356	9.783134
j	1733396602131	85	0.3647116	5.43594	8.781824
a	1733396602046	174	0.767152	5.4503126	7.6128306
f	1733396601872	405	0.4557398	5.4263577	8.777034
DEL	1733396601467	338	0.882135	5.301793	8.341056
g	1733396601129	601	0.110790886	5.306584	8.805779
SP	1733396600528	249	1.0306547	5.3257475	8.417711
e	1733396600279	164	1.212711	5.258674	8.465621
l	1733396600115	278	1.1216829	5.067036	8.575813
y	1733396599837	196	0.89650786	5.0334992	9.3471575
f	1733396599641	361	1.0162817	5.105364	9.404649
SP	1733396599280	317	1.4139313	5.752143	6.7408767
i	1733396598963	415	1.4953774	5.1389003	7.842797
SP	1733396598548	620	1.672643	4.5591946	8.848898
k	1733396597928	189	1.3085302	4.616686	8.226073
j	1733396597739	233	1.7876259	4.2046638	9.979564
m	1733396597506	291	2.2427669	4.6645956	8.8584795
o	1733396597215	261	1.5337051	5.1820188	9.318412
h	1733396596954	188	0.882135	5.493431	8.513531
c	1733396596766	376	0.93962646	5.5940413	8.719542
SP	1733396596390	296	1.6870158	5.2203465	8.393757
k	1733396596094	210	1.65827	5.268256	8.235655
i	1733396595884	198	1.663061	5.3113747	8.283565
m	1733396595686	240	1.7492982	5.5748773	8.293147
o	1733396595446	243	1.5911967	5.7569337	7.90987
h	1733396595203	250	1.4043493	6.0012727	8.273983
c	1733396594953	0	1.2558296	6.4755774	7.6224127
