key	press_time	duration	accel_x	accel_y	accel_z
e	1731438598803	167	-0.45900002	6.8110504	7.2910504
SP	1731438598892	89	-0.38295	6.7890005	7.2889504
s	1731438599403	511	-0.36795002	6.80805	7.29405
l	1731438599486	83	-0.33900002	6.80805	7.29405
o	1731438599677	191	-0.411	6.88005	7.29405
w	1731438599856	179	-0.42600003	6.88005	7.29405
p	1731438600619	763	-0.58095	6.8749504	7.2979503
o	1731438601256	637	-0.591	6.8899503	7.3080006
k	1731438601479	223	-0.79200006	7.1269503	7.28595
e	1731438601637	158	-0.73005	6.8700004	7.3030505
SP	1731438602140	503	-0.37500003	6.8610005	7.2889504
b	1731438602879	739	-0.66300005	6.873	7.3009505
o	1731438603159	280	-1.3810501	7.1050506	7.3080006
SP	1731438603350	191	-0.29595003	6.7990503	7.3030505
z	1731438603450	100	-0.60495	6.8029504	7.3060503
a	1731438603652	202	-0.60495	6.6259503	7.31505
d	1731438603820	168	-0.864	6.67395	7.59495
a	1731438603994	174	-1.3810501	6.5659504	7.43205
n	1731438604067	73	-0.80595005	7.1119504	7.04895
i	1731438604234	167	-0.56895	6.8179502	7.3369503
e	1731438604321	87	-0.82995003	6.77505	7.4370003
SP	1731438604392	71	-0.51900005	7.1839504	7.0849504
b	1731438604570	178	-0.52605003	7.6200004	6.7000504
y	1731438604660	90	-0.89295006	7.6129503	6.2899504
l	1731438604772	112	-0.85695004	7.45695	6.1920004
o	1731438604951	179	-0.46905002	7.0330505	6.9199505
SP	1731438605578	627	-0.91395	6.9330006	7.1590505
d	1731438605724	146	-0.45405003	6.9949503	7.1689506
o	1731438605825	101	-0.6	6.80595	7.1670003
SP	1731438606005	180	-0.49005002	7.3180504	7.1569505
z	1731438606081	76	-0.49005002	6.71505	6.8029504
r	1731438606268	187	-0.75405	7.0669503	7.1980505
o	1731438606351	83	-0.77805007	7.05705	7.2070503
b	1731438606520	169	-0.411	7.0330505	7.2070503
i	1731438606698	178	-0.72	7.0620003	6.94395
e	1731438606811	113	-0.71295005	7.0639505	6.9420004
n	1731438606871	60	-1.1580001	7.0669503	6.939
n	1731438606915	44	-0.67005	7.083	6.94605
i	1731438607045	130	-0.54105	7.2420006	6.93195
SP	1731438607201	156	-0.97905004	6.86805	6.94605
DEL	1731438607637	436	-1.0720501	6.8179502	7.2070503
DEL	1731438607807	170	-0.82305	6.813	7.188
DEL	1731438607984	177	-0.43305	6.9330006	7.188
i	1731438608455	471	-0.47595003	7.2850504	7.1950502
a	1731438608601	146	-0.74205005	6.8970003	7.2000003
SP	1731438608671	70	-0.82095003	6.8899503	7.2070503
w	1731438608993	322	-0.864	6.86805	7.2049503
SP	1731438609105	112	-0.79905003	6.88005	7.1929502
1	1731438609599	494	-1.1509501	7.4880004	7.0279503
5	1731438609700	101	-1.14405	7.5430503	6.5680504
SP	1731438609905	205	-0.20505	7.1650505	6.7500005
m	1731438610125	220	-0.79005	7.2340503	6.9610505
i	1731438610303	178	-0.43995002	6.86595	6.9700503
n	1731438610461	158	-0.058950003	7.0810504	7.3510504
u	1731438610609	148	-0.081	7.4430003	7.31295
t	1731438610728	119	-0.9979501	6.9540005	7.0330505
,	1731438612792	2064	-0.70605004	6.53805	7.3219504
SP	1731438612949	157	-0.25305	6.504	7.3080006
a	1731438613216	267	-0.58095	6.86805	7.32705
e	1731438613395	179	-0.49305	6.7170005	7.4470506
DEL	1731438613921	526	-0.70605004	6.7219505	7.2360005
l	1731438614135	214	-0.27495003	6.6880503	7.22205
e	1731438614195	60	-0.26505002	6.9469504	7.227
e	1731438614236	41	-0.72495	6.9540005	7.2190504
SP	1731438614312	76	-1.07895	6.76695	6.906
s	1731438614535	223	-0.48105	6.7870502	7.2049503
DEL	1731438614894	359	-0.081	6.8320503	7.2070503
DEL	1731438615086	192	-0.78495	6.9900002	7.2169504
DEL	1731438615230	144	-0.34695002	6.98295	7.2000003
SP	1731438615457	227	-0.016050002	6.7650003	7.2030005
s	1731438615656	199	-0.363	6.6450005	7.2030005
l	1731438615769	113	-0.23205002	6.9930005	7.215
i	1731438615947	178	-0.54105	6.98505	7.22205
m	1731438616139	192	-0.30405003	6.94005	7.2190504
a	1731438616250	111	-0.92100006	6.70305	7.2169504
c	1731438616350	100	-1.194	7.0980005	6.70905
z	1731438616453	103	-0.75600004	6.6600003	7.0609503
e	1731438616660	207	-0.79695004	6.8440504	7.32705
n	1731438616733	73	-0.31800002	7.0720506	6.7759504
i	1731438616900	167	-0.76305	7.00395	7.116
e	1731438616997	97	-0.75105006	7.0210505	6.8479505
SP	1731438617057	60	-1.1220001	7.0950003	7.2360005
k	1731438617581	524	-0.13800001	6.7099504	7.1740503
o	1731438617740	159	-0.25305	6.7270503	7.18095
l	1731438617908	168	-0.82305	6.8610005	7.1670003
e	1731438618052	144	-0.50505	7.1190004	7.1710505
g	1731438618176	124	-0.78495	7.11705	6.9199505
o	1731438618377	201	-0.735	7.05495	7.2790504
w	1731438618530	153	-0.72300005	7.0930505	7.2889504
SP	1731438618624	94	-0.33900002	6.80805	7.28595
s	1731438620664	2040	-0.81105006	6.7000504	7.25505
p	1731438620718	54	-0.79200006	6.8370004	7.2379503
p	1731438620779	61	-0.76305	6.8250003	7.2499504
o	1731438620952	173	-0.92100006	6.8320503	6.9990005
w	1731438621072	120	-0.933	6.8200502	7.25505
o	1731438621176	104	-0.67695004	6.8250003	7.2499504
d	1731438621344	168	-0.97605	6.8200502	7.25505
DEL	1731438621625	281	-1.0510501	6.8869505	7.602
DEL	1731438621826	201	-0.89295006	6.5929503	7.07805
DEL	1731438622005	179	-1.3090501	6.9900002	7.353
