key	press_time	duration	accel_x	accel_y	accel_z
n	1731507990211	458	0.4444668	3.5527434	8.953942
i	1731507990445	234	-0.16450655	3.522833	9.646665
e	1731507990561	116	-0.09990034	3.2859437	9.383454
SP	1731507990761	200	-0.071186475	3.598207	10.542776
c	1731507991175	414	-0.5665008	4.215555	9.144172
h	1731507991412	237	-0.6131608	4.215555	8.689535
c	1731507991647	235	-1.0139586	4.383053	9.148957
u	1731507991893	246	-0.6801598	4.0444684	8.780462
a	1731507992015	122	-0.6801598	4.0444684	8.780462
DEL	1731507992481	466	0.43489552	3.1088748	9.0544405
l	1731507993069	588	-0.032901313	3.6173496	9.390633
DEL	1731507993553	484	-0.0077766734	3.734598	9.501899
DEL	1731507993756	203	0.4755735	3.3529427	9.029316
i	1731507994087	331	-0.07716853	3.8458643	9.097511
a	1731507994395	308	-0.109471634	3.795615	9.5665045
ł	1731507995572	1177	0.36430725	3.8470607	9.61795
a	1731507995785	213	0.22073789	4.1114674	9.0544405
SP	1731507996061	276	0.39182472	3.7010984	9.000603
b	1731507996519	458	-0.052043892	3.7573297	8.85823
y	1731507996770	251	-0.016151553	4.3328037	7.804191
'	1731507997593	823	0.26021945	3.8303108	10.033105
DEL	1731507998204	611	1.6516458	3.0263224	8.691928
ć	1731507999655	1451	0.7375876	4.0719857	9.5353985
SP	1731507999956	301	0.8488538	3.6400814	9.177671
b	1731508000896	940	-0.010169496	4.362714	9.969695
k	1731508001174	278	0.509073	3.8590248	8.860622
.	1731508001444	270	0.8739785	3.5264223	8.525627
DEL	1731508001868	424	0.62751776	3.5647075	9.730413
DEL	1731508002037	169	1.2281163	3.315854	8.696713
o	1731508002342	305	0.87637126	3.3780673	9.24826
SP	1731508002698	356	1.2017952	4.4632125	6.9822564
t	1731508003070	372	0.77826554	3.2500513	9.139386
o	1731508003205	135	0.887139	2.9042885	9.909875
SP	1731508003800	595	1.2580265	2.9952157	9.804591
r	1731508004520	720	1.1970096	4.2514477	9.9960165
y	1731508004805	285	-0.26141587	4.5852466	8.650054
j	1731508005039	234	0.07477571	4.3734818	8.768498
e	1731508005218	179	0.87996054	4.542176	8.236095
s	1731508005508	290	1.21017	4.302893	8.075776
z	1731508005758	250	0.36191443	3.5252259	9.890733
SP	1731508005959	201	0.3272185	3.342175	9.967302
w	1731508006640	681	0.2542374	3.5754752	8.567501
SP	1731508006888	248	0.034097724	3.565904	9.327223
z	1731508007213	325	0.65982085	2.0656042	8.922835
e	1731508007765	552	0.48394838	3.551547	9.1669035
DEL	1731508008183	418	0.87637126	3.2380872	9.284152
u	1731508008475	292	-0.8739785	5.2073803	7.143772
e	1731508008628	153	-0.8739785	5.2073803	7.143772
m	1731508008844	216	0.34396824	3.9020956	8.05783
DEL	1731508009142	298	0.8105687	3.1483564	9.925428
DEL	1731508009349	207	0.8105687	3.1483564	9.925428
DEL	1731508009471	122	0.07836494	3.482155	9.205189
i	1731508010017	546	0.010169496	3.5359936	9.79143
e	1731508010256	239	0.12981063	3.738187	8.915657
m	1731508010433	177	0.37746778	3.5682967	8.852247
i	1731508010654	221	0.40378883	3.6783667	9.19801
SP	1731508011102	448	0.3068795	3.3732817	9.47797
j	1731508011401	299	0.29132617	3.766901	9.089137
e	1731508011580	179	-0.24586253	3.699902	9.300901
s	1731508011833	253	-0.509073	3.8913279	8.755338
t	1731508012015	182	-0.85244304	4.6354957	7.9513497
e	1731508012178	163	0.29850462	4.4572306	8.65125
ś	1731508013373	1195	-0.21475583	3.9080775	9.0029955
SP	1731508013580	207	-1.1012967	3.592225	10.217353
d	1731508013819	239	0.0317049	4.258626	9.103494
z	1731508014071	252	-1.5726827	3.2368908	11.152946
i	1731508014242	171	-0.31286156	3.53719	9.640682
k	1731508014562	320	0.17647067	3.6161532	9.066405
ą	1731508015535	973	0.14416756	3.4079776	9.067601
SP	1731508015744	209	0.21714866	3.3074791	9.3200445
#	1731508016561	817	-0.3044867	3.4761732	9.705289
w	1731508016817	256	-0.23509483	3.4510484	8.612965
DEL	1731508017259	442	0.5820541	4.0612183	10.036695
DEL	1731508017444	185	0.5820541	4.0612183	10.036695
ś	1731508018710	1266	0.84406817	3.3290145	9.190832
w	1731508019091	381	0.95413804	3.4402807	8.928818
u	1731508019326	235	0.24586253	4.17727	9.1669035
n	1731508019740	414	0.27696922	3.955934	9.135797
k	1731508020012	272	0.33080772	4.161717	8.840283
@	1731508020723	711	0.52342993	4.0145583	9.265009
DEL	1731508020922	199	-0.35234314	3.9978085	9.007781
DEL	1731508021121	199	0.637089	3.3445678	9.030513
DEL	1731508021331	210	0.43968117	2.594418	10.498509
DEL	1731508021474	143	0.47078785	3.362514	9.357133
i	1731508022022	548	-0.5485546	4.415356	8.49452
n	1731508022382	360	-0.1692922	4.0911283	9.403793
k	1731508022570	188	-0.1692922	4.0911283	9.403793
ą	1731508023469	899	-0.2015953	3.9104705	9.579665
SP	1731508023715	246	-0.05922236	3.9020956	9.183653
j	1731508024053	338	-0.26739794	4.700102	7.9764743
SP	1731508024323	270	-0.047258247	4.467998	8.438289
DEL	1731508024645	322	-0.018544376	4.36391	8.847462
DEL	1731508024873	228	0.3786642	4.043272	8.989835
i	1731508025353	480	0.45044887	4.249055	9.0951185
SP	1731508025737	384	-0.16091733	3.970291	8.3784685
w	1731508026556	819	-0.111864455	3.6843486	9.036494
s	1731508026892	336	-0.23389842	3.5994034	8.640483
z	1731508027096	204	0.055633128	3.2069805	9.129815
y	1731508027338	242	-0.5665008	3.8327036	8.513663
s	1731508027573	235	-0.08315059	4.0420756	10.177871
