key	press_time	duration	accel_x	accel_y	accel_z
SP	1731282561592	212	-0.3044867	7.455437	6.1525455
d	1731282561894	302	-0.28893334	7.1856465	6.793822
a	1731282562060	166	-0.0951147	7.001399	6.906883
w	1731282562240	180	-0.12981063	7.117451	6.9074807
n	1731282562333	93	-0.111266255	7.393822	6.2961144
o	1731282562504	171	-0.01794617	7.1599236	6.8225355
SP	1731282562600	96	-0.01794617	7.1599236	6.8225355
n	1731282562790	190	-0.02213361	7.0337024	6.8404818
j	1731282562892	102	-0.02213361	7.0337024	6.8404818
e	1731282562945	53	0.0735793	6.8739815	7.058827
SP	1731282563111	166	0.0735793	6.8739815	7.058827
r	1731282563295	184	0.0317049	6.7130637	7.0779696
o	1731282563385	90	0.19920248	7.0672016	7.119844
b	1731282563458	73	0.19920248	7.0672016	7.119844
DEL	1731282564089	631	-0.14656039	7.2245297	6.8303123
DEL	1731282564282	193	-0.15732808	6.986444	6.8506513
DEL	1731282564428	146	-0.025722843	6.669993	7.304091
DEL	1731282564574	146	-0.13160525	6.5665035	7.431509
DEL	1731282564744	170	-0.18065812	6.8859453	7.0079794
DEL	1731282564902	158	-0.18065812	6.8859453	7.0079794
i	1731282565084	182	-0.16570297	7.353144	6.521638
e	1731282565141	57	-0.16570297	7.353144	6.521638
SP	1731282565302	161	-0.2105684	7.3022966	6.3044896
t	1731282565516	214	-0.030508488	7.2640114	6.86441
o	1731282565632	116	0.03888337	7.155138	6.6717877
b	1731282565713	81	0.03888337	7.155138	6.6717877
i	1731282565799	86	0.11006984	7.012167	6.9559355
l	1731282565970	171	0.11006984	7.012167	6.9559355
e	1731282566078	108	0.0634098	7.036693	6.88774
m	1731282566180	102	0.061016977	7.2269225	6.767501
SP	1731282566283	103	0.061016977	7.2269225	6.767501
DEL	1731282566780	497	-0.0951147	7.402197	6.3828545
SP	1731282567044	264	-0.18364914	7.100103	6.8057857
a	1731282567297	253	-0.2015953	6.9565334	6.969096
v	1731282567701	404	-0.17647067	7.0935225	6.930811
DEL	1731282568079	378	-0.24107689	7.4883385	6.2638116
SP	1731282568209	130	-0.19202402	7.344769	6.554539
w	1731282568388	179	-0.19202402	7.344769	6.554539
.	1731282568505	117	-0.19202402	7.1048884	6.7686973
SP	1731282568604	99	-0.28893334	6.969096	6.899704
n	1731282569694	1090	-0.23389842	7.402795	6.358328
j	1731282569840	146	-0.15194423	7.2993054	6.7686973
e	1731282569894	54	-0.15194423	7.2993054	6.7686973
SP	1731282570050	156	-0.10229317	7.1342006	6.63769
z	1731282570250	200	-0.10229317	7.049854	6.908079
DEL	1731282570520	270	-0.104087785	7.280163	6.521638
DEL	1731282570675	155	-0.23509483	7.565507	6.369096
DEL	1731282570833	158	-0.23509483	7.565507	6.369096
DEL	1731282570971	138	-0.15134603	7.472785	6.3218374
i	1731282571276	305	-0.11006984	7.070193	6.8422766
e	1731282571330	54	-0.11006984	7.070193	6.8422766
c	1731282571507	177	0.024526432	6.937989	7.0468626
z	1731282571705	198	-0.2321038	7.0151577	7.019943
a	1731282571874	169	-0.27696922	7.359724	6.308079
DEL	1731282572188	314	-0.2015953	7.396215	6.335596
DEL	1731282572361	173	-0.2440679	7.382456	6.686743
DEL	1731282572522	161	-0.2434697	7.2933235	6.533602
SP	1731282572619	97	-0.2434697	7.2933235	6.533602
z	1731282572837	218	-0.14416756	7.0606213	6.7842503
a	1731282573022	185	-0.020937199	6.77767	7.2305117
SP	1731282573182	160	-0.15254244	6.8536425	7.1916285
b	1731282573353	171	-0.21714866	7.1617184	6.715457
a	1731282573413	60	-0.21714866	7.1617184	6.715457
e	1731282573581	168	-0.22313072	7.4010005	6.4091754
d	1731282573751	170	-0.20518455	7.4769726	6.248258
z	1731282573906	155	-0.19621146	7.2640114	6.521638
o	1731282573960	54	-0.19621146	7.2640114	6.521638
SP	1731282574083	123	-0.19621146	7.2640114	6.521638
l	1731282575157	1074	-0.061615184	7.4356966	6.5054865
u	1731282575358	201	-0.35473597	7.55115	6.352944
b	1731282575460	102	-0.35473597	7.55115	6.352944
i	1731282575627	167	-0.16689938	7.661818	5.8731833
SP	1731282575744	117	-0.44147578	7.435098	6.466005
w	1731282575956	212	-0.30927232	7.1677003	6.6167526
i	1731282576060	104	-0.30927232	7.1677003	6.6167526
e	1731282576122	62	-0.3379862	7.1336026	6.928418
x	1731282576282	160	-0.3379862	7.1336026	6.928418
SP	1731282576459	177	-0.29491538	7.380063	6.480362
n	1731282576654	195	-0.21296121	7.553543	6.192625
i	1731282576823	169	-0.23090738	7.5212398	6.4719872
g	1731282576926	103	-0.08075777	7.4548388	6.148358
s	1731282577238	312	-0.06759724	7.2089763	6.7465634
y	1731282577410	172	-0.009571291	7.0259256	7.201798
SP	1731282577501	91	-0.009571291	7.0259256	7.201798
n	1731282578448	947	-0.3068795	7.4237323	6.471389
i	1731282578599	151	-0.2434697	7.2843504	6.3397837
e	1731282578649	50	-0.2434697	7.2843504	6.3397837
SP	1731282578814	165	-0.5449654	6.61436	7.6683984
r	1731282579368	554	-0.2548356	7.275975	6.608378
o	1731282579497	129	-0.2548356	7.275975	6.608378
b	1731282580286	789	-0.20697916	7.4015985	6.472585
i	1731282580427	141	-0.1794617	7.492526	6.29432
l	1731282580619	192	-0.22372891	7.442875	6.4163537
i	1731282580775	156	-0.22372891	7.442875	6.4163537
s	1731282580854	79	-0.3367898	7.3345995	6.4761744
m	1731282580991	137	-0.35473597	7.367501	6.541977
y	1731282581046	55	-0.35473597	7.367501	6.541977
SP	1731282581253	207	0.18664017	7.2029943	6.704091
x	1731282581477	224	-0.09750752	7.131808	6.923632
h	1731282581616	139	-0.09451649	7.448259	6.320641
